,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y
6,14010.002097607274,912.1072387816521,332.9098986392147,860.2393735068854,1193.1492721461007,-910.9568707606727,15383.677520602863,16576.82679274896,Non-Composite Rolled Steel with PCC Planks,38037765.4017,59670.0,70427236.56474985,266.2643578120748,262.2748764607833,Residential,94.1919,17,No,No,10,10
7,12698.644997939395,897.5893376603412,228.5026874878508,590.5913738405211,819.094061328372,-1975.4639562694438,14058.580019538287,14877.674080866658,Composite Rolled Steel with Metal Decking,37151249.7469,59670.0,49265848.79930613,260.0587482279784,239.96378025416902,Residential,89.03240000000001,17,No,No,10,10
8,13743.6087243945,1029.2282887994618,235.57792121848422,608.9076988912716,844.4856201097559,-2258.053258398306,15254.755726461854,16099.241346571607,Composite Cell Beams with Metal Decking,42883138.3513,59670.0,50708705.137013845,300.1819684587939,260.68271652288666,Residential,90.1952,17,No,No,10,10
9,9797.480380075742,1432.5940845702635,147.5470192247438,6901.374389773678,7048.921408998422,-3490.455926030539,11582.852793593729,12147.755853968303,Steel Frame with CLT Slabs,37822576.1588,59670.0,32616765.903550815,264.75803311194534,198.5522176421263,Residential,88.55300000000001,17,No,No,10,10
10,8206.398983757706,1422.4939267608056,163.70682176882238,12143.315728625734,12307.022550394553,-3731.721387897196,10041.958529025846,10693.2452394204,"CLT, Glulam and Steel Column Hybrid",35878534.5791,59670.0,35915525.77572685,251.14974205383308,172.50055758471055,Residential,97.83500000000001,17,No,No,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,992250.0,0.0,0.0,,Healthcare,0.0,35,No,No,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,992250.0,0.0,0.0,,Healthcare,0.0,35,No,No,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,992250.0,0.0,0.0,,Healthcare,0.0,35,No,No,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,992250.0,0.0,0.0,,Healthcare,0.0,35,No,No,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,992250.0,0.0,0.0,,Healthcare,0.0,35,No,No,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,992250.0,0.0,0.0,,Healthcare,0.0,35,No,No,9,9
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,992250.0,,,,Healthcare,,35,No,No,9,9
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,992250.0,,,,Healthcare,,35,No,No,9,9
8,,,,,,,,,Composite Cell Beams with Metal Decking,,992250.0,,,,Healthcare,,35,No,No,9,9
9,,,,,,,,,Steel Frame with CLT Slabs,,992250.0,,,,Healthcare,,35,No,No,9,9
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,992250.0,,,,Healthcare,,35,No,No,9,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,52360.0,0.0,0.0,,Education,0.0,4,No,Yes,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,52360.0,0.0,0.0,,Education,0.0,4,No,Yes,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,52360.0,0.0,0.0,,Education,0.0,4,No,Yes,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,52360.0,0.0,0.0,,Education,0.0,4,No,Yes,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,52360.0,0.0,0.0,,Education,0.0,4,No,Yes,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,52360.0,0.0,0.0,,Education,0.0,4,No,Yes,11,11
6,11370.30888239327,680.2069964330556,319.9243356210998,826.861110904317,1146.7854465254168,-362.93094072531164,12499.289839376142,13646.075285901557,Non-Composite Rolled Steel with PCC Planks,28647975.5088,52360.0,74367459.24857958,200.53582856142424,242.54823659162653,Education,24.0064,4,No,Yes,11,11
7,10741.897518327078,727.6162185575387,246.70173667973228,637.7702167806058,884.4719534603381,-1237.7532855575473,11923.654961958015,12808.126915418354,Composite Rolled Steel with Metal Decking,30078733.1696,52360.0,59302087.811634466,210.55113218724742,231.74572372317155,Education,22.8416,4,No,Yes,11,11
8,11604.30543309915,842.7644033679692,251.0965271637118,649.158246815537,900.2547739792489,-1503.245764686422,12914.368162742512,13814.62293672176,Composite Cell Beams with Metal Decking,35037285.7157,52360.0,60178090.12201378,245.26100000987972,251.32981594255904,Education,23.48856,4,No,Yes,11,11
9,9591.23151924397,1177.8321197518812,198.88353341495423,4805.154909171837,5004.038442586788,-2459.763686730094,11164.864666085236,11901.643169834111,Steel Frame with CLT Slabs,35647398.91,52360.0,49698671.95934865,249.53179237031594,217.99840447776072,Education,23.0012,4,No,Yes,11,11
10,7759.459774838483,1134.327671772678,204.24069802572183,9330.699015830962,9534.939713856684,-2624.5110691954633,9323.859222269253,10104.534696125937,"CLT, Glulam and Steel Column Hybrid",31667631.9791,52360.0,50802821.67930473,221.6734238538212,182.30581829876002,Education,27.36,4,No,Yes,11,11
0,3410.264521573361,171.82276110151662,117.88009516387302,304.76311288042046,422.64320804429354,285.9311778262143,3792.2535120198054,4214.8967200641,RC Flat Slab,7728096.4875,9900.0,30829220.045141734,54.096675412391626,388.52022095274714,Healthcare,5.535,1,No,Yes,6,6
1,3114.8162580525786,159.51028897451084,115.55377758714837,298.75374805231905,414.3075256394674,155.37064268681684,3467.7390836406876,3882.0466092801553,PT RC Flat Slab,7069050.0207,9900.0,30369025.43239434,49.483350144659205,355.2749933116512,Healthcare,5.38,1,No,Yes,6,6
2,3087.152560958376,158.5540884989208,114.74293559434359,296.6591736049345,411.40210919927824,152.5874128875781,3437.447761853825,3848.8498710531035,RC Rib Slab,7558183.4131,9900.0,30209968.54124056,52.907283891417165,352.5611157318426,Healthcare,5.825,1,No,Yes,6,6
3,3093.727044367183,158.78945302903864,114.9356126121316,297.1568986384655,412.09251125059717,153.2492759527796,3444.654831754962,3856.7473430055593,Two-way RC Slab,6836873.2008,9900.0,30249287.19237315,47.85811240554962,352.7790852687385,Healthcare,5.925,1,No,Yes,6,6
4,3106.226837966989,159.2211776328324,115.30136642870441,298.1017172406406,413.4030836693451,154.51680400672907,3458.3414720488163,3871.744555718162,One-Way Spanning RC,7053269.9131,9900.0,30320933.436294872,49.37288939141717,354.3145819636599,Healthcare,5.825,1,No,Yes,6,6
5,3100.820610980038,159.02066674379105,115.14450594788826,297.6965138127996,412.84101976068786,153.94741665335573,3452.4083702527782,3865.249390013467,Precast Hollowcore with In-situ RC Beams,6964632.3066,9900.0,30287699.721662074,48.75242614594219,353.65260569684045,Healthcare,5.5,1,No,Yes,6,6
6,3117.4445762224573,164.27991593200855,114.4068048707624,295.79262980710945,410.19943467787186,133.12120782265464,3473.354106436783,3883.553541114654,Non-Composite Rolled Steel with PCC Planks,7352954.4528,9900.0,30144343.43611498,51.470681169561125,356.0429078390246,Healthcare,6.028,1,No,Yes,6,6
7,3092.921515863012,162.8700392709034,113.83594550061304,294.3177578158641,408.1537033164771,133.0841508082006,3446.1865433464636,3854.340246662941,Composite Rolled Steel with Metal Decking,7278501.7327,9900.0,30032955.964664217,50.94951212903581,353.24606620964636,Healthcare,5.7367,1,No,Yes,6,6
8,3093.9587957319036,162.94166624146598,113.83838190647022,294.32405156174457,408.1624334682148,133.0847223446711,3447.3546849464515,3855.517118414667,Composite Cell Beams with Metal Decking,7297330.5218,9900.0,30033440.098962713,51.08131365236627,353.3773735958402,Healthcare,5.73804,1,No,Yes,6,6
9,3088.8775503988945,163.0354496914488,113.57517158689987,293.64418631735026,407.21935790425016,131.62279401150076,3441.9824461329636,3849.2018040372136,Steel Frame with CLT Slabs,8926652.2445,9900.0,29985271.212837815,62.48656571151615,353.98676887317976,Healthcare,5.91,1,No,Yes,6,6
10,3077.3680777678787,162.08218982946002,113.68303892161356,293.92283020235334,407.6058691239669,132.0948500647545,3428.879091337933,3836.4849604619008,"CLT, Glulam and Steel Column Hybrid",8638019.617,9900.0,30008769.578021534,60.466137318666725,352.45911400571714,Healthcare,6.2,1,No,Yes,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,186624.0,0.0,0.0,,Office,0.0,8,Yes,Yes,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,186624.0,0.0,0.0,,Office,0.0,8,Yes,Yes,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,186624.0,0.0,0.0,,Office,0.0,8,Yes,Yes,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,186624.0,0.0,0.0,,Office,0.0,8,Yes,Yes,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,186624.0,0.0,0.0,,Office,0.0,8,Yes,Yes,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,186624.0,0.0,0.0,,Office,0.0,8,Yes,Yes,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,186624.0,,,,Office,47.558400000000006,8,Yes,Yes,6,6
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,186624.0,,,,Office,43.8232,8,Yes,Yes,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,186624.0,,,,Office,44.57789390307438,8,Yes,Yes,6,6
9,,,,,,,,,Steel Frame with CLT Slabs,,186624.0,,,,Office,45.842400000000005,8,Yes,Yes,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,186624.0,,,,Office,50.24,8,Yes,Yes,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,167076.0,0.0,0.0,,Education,0.0,34,No,Yes,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,167076.0,0.0,0.0,,Education,0.0,34,No,Yes,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,167076.0,0.0,0.0,,Education,0.0,34,No,Yes,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,167076.0,0.0,0.0,,Education,0.0,34,No,Yes,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,167076.0,0.0,0.0,,Education,0.0,34,No,Yes,6,6
5,68356.73527477503,2495.7487686675668,1993.8613387920109,5150.686997941415,7144.548336733425,6676.227513436016,74584.00542215454,81728.55375888797,Precast Hollowcore with In-situ RC Beams,107209394.574,167076.0,420606298.20438546,750.4657620178997,450.89941813409735,Education,176.8,34,No,Yes,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,167076.0,,,,Education,190.79780000000002,34,No,Yes,6,6
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,167076.0,,,,Education,181.44780000000003,34,No,Yes,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,167076.0,,,,Education,182.12093548363868,34,No,Yes,6,6
9,,,,,,,,,Steel Frame with CLT Slabs,,167076.0,,,,Education,187.34000000000003,34,No,Yes,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,167076.0,,,,Education,201.28,34,No,Yes,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,92400.0,0.0,0.0,,Education,0.0,10,Yes,Yes,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,92400.0,0.0,0.0,,Education,0.0,10,Yes,Yes,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,92400.0,0.0,0.0,,Education,0.0,10,Yes,Yes,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,92400.0,0.0,0.0,,Education,0.0,10,Yes,Yes,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,92400.0,0.0,0.0,,Education,0.0,10,Yes,Yes,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,92400.0,0.0,0.0,,Education,0.0,10,Yes,Yes,10,10
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,92400.0,,,,Education,59.259,10,Yes,Yes,10,10
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,92400.0,,,,Education,56.40700000000001,10,Yes,Yes,10,10
8,,,,,,,,,Composite Cell Beams with Metal Decking,,92400.0,,,,Education,57.641999999999996,10,Yes,Yes,10,10
9,,,,,,,,,Steel Frame with CLT Slabs,,92400.0,,,,Education,57.503,10,Yes,Yes,10,10
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,92400.0,,,,Education,66.8,10,Yes,Yes,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,180000.0,0.0,0.0,,Residential,0.0,24,Yes,No,8,8
1,50334.38362785766,2183.0813893296,1503.1456119909335,3883.1243380251344,5386.269950016069,4787.295032195552,55564.19458068041,60950.46453069649,PT RC Flat Slab,95543006.4751,180000.0,377250511.6053209,668.801045325591,312.40553125558887,Residential,111.96000000000001,24,Yes,No,8,8
2,44983.69748787516,1995.1629127850442,1295.8937149201256,3347.749343107995,4643.643058028122,5051.699069289261,49693.5707318219,54337.21378985002,RC Rib Slab,87869804.0926,180000.0,332928347.21155363,615.088628648322,279.49255200261234,Residential,124.80000000000001,24,Yes,No,8,8
3,51530.71290721144,2266.0562677994094,1355.6362510407337,3502.07680849655,4857.7130595372855,7814.438715310754,56884.15374650286,61741.86680604013,Two-way RC Slab,90549136.0761,180000.0,344872805.3818801,633.8439525327201,319.54443166130875,Residential,126.60000000000001,24,Yes,No,8,8
4,48677.617111134336,2122.3527695970743,1420.9823211875514,3670.879374201197,5091.8616953887495,5155.593361913397,53740.77782569818,58832.63952108692,One-Way Spanning RC,84495417.2872,180000.0,358410870.42196923,591.467921010687,301.84580970393813,Residential,125.4,24,Yes,No,8,8
5,45491.19837402355,1958.6109886955517,1333.3888421146276,3444.6070984042753,4777.995940518904,4242.7043139421685,49775.66079705844,54553.656737577345,Precast Hollowcore with In-situ RC Beams,81268233.0948,180000.0,338833255.6994114,568.8776316633587,279.6918801595655,Residential,116.4,24,Yes,No,8,8
6,50790.71066320789,3455.307133550242,1238.5446907701175,3200.1597482207417,4438.70443899086,-2299.6612552755373,56142.61864389161,60581.32308288249,Non-Composite Rolled Steel with PCC Planks,126699188.0977,180000.0,321835987.68952775,886.8943166842453,316.83062755875477,Residential,125.82,24,Yes,No,8,8
7,42406.53022307015,2913.4960542084355,874.8090143270367,2260.5911686551085,3135.4001829821455,-4482.118648021131,47084.51801593529,50219.918198917425,Composite Rolled Steel with Metal Decking,109929106.9763,180000.0,243190958.63331467,769.5037488343797,265.8556764709426,Residential,122.09280000000001,24,Yes,No,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,180000.0,,,,Residential,122.26079999999999,24,Yes,No,8,8
9,32937.47263661081,4357.682889254542,621.3305547641422,20486.957568282254,21108.2881230464,-8624.265070206306,38708.490926892395,41039.53134351678,Steel Frame with CLT Slabs,109701010.5953,180000.0,191016656.98148733,767.9070741673592,219.3133222281097,Residential,123.18960000000001,24,Yes,No,8,8
10,31915.042978679707,4948.416839946062,679.0604326234126,37175.23953597729,37854.29996860069,-11036.627170976732,38496.463998017454,41125.13836661816,"CLT, Glulam and Steel Column Hybrid",146251606.4014,180000.0,204075289.89521867,1023.7612448096276,219.55680690459488,Residential,127.56,24,Yes,No,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,761600.0,0.0,0.0,,Healthcare,0.0,34,No,Yes,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,761600.0,0.0,0.0,,Healthcare,0.0,34,No,Yes,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,761600.0,0.0,0.0,,Healthcare,0.0,34,No,Yes,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,761600.0,0.0,0.0,,Healthcare,0.0,34,No,Yes,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,761600.0,0.0,0.0,,Healthcare,0.0,34,No,Yes,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,761600.0,0.0,0.0,,Healthcare,0.0,34,No,Yes,10,10
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,761600.0,,,,Healthcare,,34,No,Yes,10,10
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,761600.0,,,,Healthcare,,34,No,Yes,10,10
8,,,,,,,,,Composite Cell Beams with Metal Decking,,761600.0,,,,Healthcare,,34,No,Yes,10,10
9,,,,,,,,,Steel Frame with CLT Slabs,,761600.0,,,,Healthcare,,34,No,Yes,10,10
10,59.981453532,4.154559552,0.130673880909,0.3375579636,0.468231844509,0.0,67.56003806521099,68.02826990972,"CLT, Glulam and Steel Column Hybrid",,761600.0,25965.9972,0.0,,Healthcare,0.0,34,No,Yes,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,313632.0,0.0,0.0,,Education,0.0,35,Yes,Yes,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,313632.0,0.0,0.0,,Education,0.0,35,Yes,Yes,6,6
2,,,,,,,,,RC Rib Slab,,313632.0,,,,Education,191.62500000000003,35,Yes,Yes,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,313632.0,0.0,0.0,,Education,0.0,35,Yes,Yes,6,6
4,,,,,,,,,One-Way Spanning RC,,313632.0,,,,Education,192.5,35,Yes,Yes,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,313632.0,0.0,0.0,,Education,0.0,35,Yes,Yes,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,313632.0,,,,Education,194.5335,35,Yes,Yes,6,6
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,313632.0,,,,Education,186.6585,35,Yes,Yes,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,313632.0,,,,Education,183.6880074661727,35,Yes,Yes,6,6
9,,,,,,,,,Steel Frame with CLT Slabs,,313632.0,,,,Education,190.32650000000004,35,Yes,Yes,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,313632.0,,,,Education,203.00000000000003,35,Yes,Yes,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,432000.0,0.0,0.0,,Residential,0.0,24,Yes,Yes,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,432000.0,0.0,0.0,,Residential,0.0,24,Yes,Yes,10,10
2,105840.93452783268,4708.430225841513,3055.5540105598566,7893.578698028531,10949.132708588388,11790.651795739428,116937.89121383274,127887.02392242115,RC Rib Slab,196092094.8499,432000.0,787529321.9372687,1372.644663949053,273.86698119856896,Residential,127.19999999999999,24,Yes,Yes,10,10
3,117431.29693059543,5199.777150603258,3118.7991594116406,8056.954144640195,11175.753304051834,17358.549306188197,129671.99074448906,140847.74404854095,Two-way RC Slab,194370985.8962,432000.0,799924045.6356959,1360.596901273589,303.316175105932,Residential,123.60000000000001,24,Yes,Yes,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,0,432000.0,0.0,0.0,,Residential,0.0,24,Yes,Yes,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,432000.0,0.0,0.0,,Residential,0.0,24,Yes,Yes,10,10
6,111560.04033433502,7863.568317082744,2683.412625017675,6933.563741368987,9616.97636638666,-6152.669820293082,123438.48701002343,133055.4633764101,Non-Composite Rolled Steel with PCC Planks,280826903.7615,432000.0,713830451.5237963,1965.7883263302494,290.2876743897076,Residential,132.9768,24,Yes,Yes,10,10
7,93205.95049153584,6851.024714397447,1819.5130842321323,4702.0994305723525,6521.612514804486,-11837.166151178073,103730.41502202563,110252.02753683012,Composite Rolled Steel with Metal Decking,249919209.2902,432000.0,526999817.6657634,1749.4344650313224,244.16631825707628,Residential,125.6928,24,Yes,Yes,10,10
8,101788.39871172451,7983.372657324997,1866.916602907197,4824.899016184767,6691.815619091965,-14421.907459312504,113582.33775233927,120274.15337143125,Composite Cell Beams with Metal Decking,294579341.1327,432000.0,536507337.8010867,2062.0553879292434,267.69535449136225,Residential,127.19999999999999,24,Yes,Yes,10,10
9,74301.79615830751,10531.291620795677,1265.435170141863,46697.56450302933,47962.99967317119,-22308.02836710035,87753.6934394514,92529.02338785198,Steel Frame with CLT Slabs,262005117.3755,432000.0,412444715.19421434,1834.0358216283967,207.37900291916617,Residential,124.92,24,Yes,Yes,10,10
10,64043.8769810489,10435.622998987434,1340.6384245915253,78018.36214303422,79359.0005676257,-23769.83347774035,77718.36511431856,82933.63007874427,"CLT, Glulam and Steel Column Hybrid",243435930.1302,432000.0,427891825.80426615,1704.051510911235,183.84818663247637,Residential,137.16,24,Yes,Yes,10,10
0,14481.01825536375,1419.4798378703617,464.4619723782268,1200.2953551638157,1664.7573275420425,1262.3989296952927,16784.333170151305,18449.09049769334,RC Flat Slab,32681317.243,38400.0,259301659.64210013,228.76922070085362,443.04954142844167,Residential,4.67,1,Yes,Yes,8,8
1,13826.955170088018,1389.7898436346225,458.69571034344887,1185.3998943685624,1644.0956047120112,983.1756933357613,16063.384029473236,17707.479634185245,PT RC Flat Slab,30547952.4982,38400.0,257667154.96554217,213.83566748733833,423.8859296083483,Residential,4.6000000000000005,1,Yes,Yes,8,8
2,13896.651561249619,1395.3744189205306,459.0393376345156,1186.2875555278008,1645.3268931623165,1017.2412286807713,16142.58166280127,17787.908555963582,RC Rib Slab,32394085.5014,38400.0,258226118.24455202,226.758598509647,426.28490263830514,Residential,4.9750000000000005,1,Yes,Yes,8,8
3,13896.744622659025,1395.37765347915,459.0421260072712,1186.2947584777905,1645.3368844850618,1017.2496254681031,16142.683591995708,17788.020476480768,Two-way RC Slab,30610441.8205,38400.0,258226672.31762815,214.27309274349375,425.9624136650834,Residential,5.0,1,Yes,Yes,8,8
4,13833.995696238957,1390.0520258647207,458.91275279050006,1185.9605604016804,1644.8733131921804,983.714003430136,16071.113972286426,17715.987285478604,One-Way Spanning RC,30559807.0966,38400.0,257713924.40633953,213.91864967601873,424.08939119693866,Residential,5.0,1,Yes,Yes,8,8
5,13827.590301889928,1389.8110884118862,458.717379205752,1185.4558695717299,1644.1732487774818,983.1909911831724,16064.079309146577,17708.252557924054,Precast Hollowcore with In-situ RC Beams,30429466.3696,38400.0,257671460.7504012,213.00626458714132,423.88243681598226,Residential,4.7250000000000005,1,Yes,Yes,8,8
6,13919.916905915925,1403.1036324054296,457.96516815568737,1183.5153646424021,1641.4805327980896,985.4198746418608,16172.096323464468,17813.576856262553,Non-Composite Rolled Steel with PCC Planks,31780327.8202,38400.0,258014854.4432052,222.46229474167572,426.9416306824517,Residential,5.117,1,Yes,Yes,8,8
7,13792.139298548746,1394.7098677441168,455.96506481546186,1178.3483000055555,1634.3133648210173,950.7115306925922,16028.889657073196,17663.203021894213,Composite Rolled Steel with Metal Decking,30929042.0219,38400.0,257128365.91432995,216.5032941534218,423.0571081048598,Residential,5.0776,1,Yes,Yes,8,8
8,13790.381932547783,1394.5867787750642,455.96233666408614,1178.3412526199847,1634.3035892840708,950.7151042064057,16026.909019886312,17661.212609170383,Composite Cell Beams with Metal Decking,30896360.9291,38400.0,257127823.80774754,216.274526503402,422.9995715205655,Residential,5.0880399999999995,1,Yes,Yes,8,8
9,13550.465974352352,1384.280246828683,447.77308178460765,1157.1860203741392,1604.9591021587469,956.6390378528865,15762.66763735347,17367.62673951222,Steel Frame with CLT Slabs,34620128.7656,38400.0,255339703.754962,242.34090135921193,416.79709736230944,Residential,5.0536,1,Yes,Yes,8,8
10,13531.885602775426,1382.8734036763187,447.83658142499,1157.3500532255987,1605.1866346505885,956.9446266708259,15741.632751663412,17346.819386314,"CLT, Glulam and Steel Column Hybrid",33552095.1899,38400.0,255353766.62074116,234.864666329075,416.054620260221,Residential,5.315,1,Yes,Yes,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,42336.0,0.0,0.0,,Residential,0.0,1,Yes,No,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,42336.0,0.0,0.0,,Residential,0.0,1,Yes,No,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,42336.0,0.0,0.0,,Residential,0.0,1,Yes,No,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,42336.0,0.0,0.0,,Residential,0.0,1,Yes,No,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,42336.0,0.0,0.0,,Residential,0.0,1,Yes,No,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,42336.0,0.0,0.0,,Residential,0.0,1,Yes,No,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,42336.0,,,,Residential,5.2925,1,Yes,No,6,6
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,42336.0,,,,Residential,5.0776,1,Yes,No,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,42336.0,,,,Residential,5.106498102459961,1,Yes,No,6,6
9,,,,,,,,,Steel Frame with CLT Slabs,,42336.0,,,,Residential,5.1850000000000005,1,Yes,No,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,42336.0,,,,Residential,5.595000000000001,1,Yes,No,6,6
0,34157.4334363098,1254.5966620268368,986.1818649554525,2547.597037862838,3533.778902818292,3749.851618967356,37473.53602705698,41007.31492987528,RC Flat Slab,57896557.5241,106722.0,205259279.60977376,405.27590266854776,354.92974203749486,Education,161.205,33,No,Yes,6,6
1,30354.42310373257,1103.1977897022584,888.474149338861,2295.197573776264,3183.6717231151256,3148.140906117271,33291.73496060238,36475.406683717505,PT RC Flat Slab,61535638.235,106722.0,183195316.03501254,430.7494676446515,315.9843746204815,Education,160.215,33,No,Yes,6,6
2,30430.73306938326,1109.9896791039973,880.6224131883388,2274.914897182764,3155.5373103711036,3316.4370002710734,33377.69984886871,36533.23715923982,RC Rib Slab,60646297.4414,106722.0,181813128.49182865,424.5240820899363,316.7315448638392,Education,165.0,33,No,Yes,6,6
3,30834.893540750272,1133.3162277231645,865.4080582466869,2235.6130364293663,3101.0210946760544,3787.932511421529,33824.91843489058,36925.93952956663,Two-way RC Slab,53573404.2474,106722.0,178917064.39717776,375.013829731812,320.4581273272839,Education,165.82500000000002,33,No,Yes,6,6
