,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y,Bays_X,Bays_Y
4,42106.165369223636,1566.0291825441068,1229.1794310956855,3175.4308806748536,4404.61031177054,4498.127770539327,46216.173579063914,50620.78389083446,One-Way Spanning RC,72836823.2237,150480.0,258761674.44852442,509.8577625658935,310.5132332644193,Office,104.97500000000001,19,No,No,9,9,4.0,20.0
5,37715.16243066407,1370.2689483840907,1106.8492104762277,2859.4263366007453,3966.275547076973,3461.4907219514307,40947.300693223806,44913.57624030079,Precast Hollowcore with In-situ RC Beams,67658863.3362,150480.0,234115942.68841302,473.6120433532051,275.2585907534357,Office,98.32500000000002,19,No,No,9,9,4.0,20.0
6,41655.855394272905,2715.789137012855,983.2276555436146,2540.604245054999,3523.831900598613,-2580.555864022673,45829.48615776037,49353.318058359,Non-Composite Rolled Steel with PCC Planks,110419765.6778,150480.0,206866223.2963972,772.9383597442651,309.6918163045231,Office,106.4399,19,No,No,9,9,4.0,20.0
7,34802.53012802791,2170.111952809583,705.4278350401419,1822.9741787431565,2528.4020137832977,-3945.1536178230513,38393.97769557966,40922.37970936297,Composite Rolled Steel with Metal Decking,93304238.4535,150480.0,150340096.7417107,653.1296691745457,259.48370125434747,Office,104.18650000000001,19,No,No,9,9,4.0,20.0
8,37889.36238011046,2602.4944023788844,716.0096258476017,1850.4442609195328,2566.453886767134,-4975.556582615788,41950.88212411142,44517.33601087858,Composite Cell Beams with Metal Decking,109813653.53,150480.0,152427748.79338682,768.695574710125,283.88874068860673,Office,103.53213999999998,19,No,No,9,9,4.0,20.0
9,28264.39997303184,3787.092290202367,507.30217204731133,20283.15071956366,20790.452891610967,-8664.323377450048,33227.75681178138,35150.68676761255,Steel Frame with CLT Slabs,99488291.6489,150480.0,108900939.89586394,696.4180415425838,225.43975846174885,Office,104.0801,19,No,No,9,9,4.0,20.0
10,25394.966667279616,3611.652570258876,543.2728207833671,27930.068683079586,28473.34150386295,-8510.575653481375,30289.247308819693,32382.38324468265,"CLT, Glulam and Steel Column Hybrid",115970683.2593,150480.0,116198389.96222721,811.7947828149345,206.67890810496164,Office,110.96000000000001,19,No,No,9,9,4.0,20.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,419328.0,0.0,0.0,,Office,0.0,13,No,Yes,8,8,14.0,18.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,419328.0,0.0,0.0,,Office,0.0,13,No,Yes,8,8,14.0,18.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,419328.0,0.0,0.0,,Office,0.0,13,No,Yes,8,8,14.0,18.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,419328.0,0.0,0.0,,Office,0.0,13,No,Yes,8,8,14.0,18.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,419328.0,0.0,0.0,,Office,0.0,13,No,Yes,8,8,14.0,18.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,419328.0,0.0,0.0,,Office,0.0,13,No,Yes,8,8,14.0,18.0
6,99524.35165267038,6789.247696178854,2315.884006376669,5984.602953044614,8300.486959421281,-8386.967677071712,109157.9429491786,117458.42990859985,Non-Composite Rolled Steel with PCC Planks,255935411.1783,419328.0,494109098.44873875,1791.5478782480018,264.5887964252962,Office,77.28240000000001,13,No,Yes,8,8,14.0,18.0
7,80431.8873290005,6162.662801845145,1362.589521880893,3522.3365126153303,4884.926034496224,-14820.768159467436,89310.61752390486,94195.5435584011,Composite Rolled Steel with Metal Decking,243935407.9055,419328.0,300309191.31621104,1707.547855338407,217.05720910419353,Office,71.2855,13,No,Yes,8,8,14.0,18.0
8,98557.93188394028,8640.07661011366,1454.6329430567698,3760.87370535515,5215.506648411921,-20881.696351043647,110164.072444101,115379.5790925129,Composite Cell Beams with Metal Decking,335972843.0832,419328.0,318612121.73868126,2351.8099015822727,268.32427680880664,Office,72.37204,13,No,Yes,8,8,14.0,18.0
9,66089.97108461976,10095.560928981533,901.0978260429587,44624.17908935926,45525.27691540223,-25508.542206859245,78327.17373025829,81791.41578327522,Steel Frame with CLT Slabs,267461830.3384,419328.0,207223255.88814226,1872.232812368485,191.25697912523557,Office,74.88130000000001,13,No,Yes,8,8,14.0,18.0
10,54994.1366001989,11300.757399475751,998.385277728871,101210.85031784189,102209.23559557076,-32200.860525822533,68973.82385829056,73095.6471274613,"CLT, Glulam and Steel Column Hybrid",292636851.4219,419328.0,227017112.9037435,2048.4579599536105,169.37166566087686,Office,83.2,13,No,Yes,8,8,14.0,18.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,55692.0,0.0,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,55692.0,0.0,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,55692.0,0.0,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,112203,55692.0,0.0,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,55692.0,0.0,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,55692.0,0.0,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,55692.0,,,,Healthcare,,33,Yes,No,7,7,6.0,3.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,55692.0,,,,Healthcare,191.9676,33,Yes,No,7,7,6.0,3.0
8,122.88266090099997,8.511353135999999,0.26770865410574995,0.6915474422999999,0.9592560964057497,0.0,138.40873735407047,139.36799345047623,Composite Cell Beams with Metal Decking,,55692.0,53195.957099999985,0.0,,Healthcare,0.0,33,Yes,No,7,7,6.0,3.0
9,,,,,,,,,Steel Frame with CLT Slabs,,55692.0,,,,Healthcare,202.95989999999998,33,Yes,No,7,7,6.0,3.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,55692.0,,,,Healthcare,217.14000000000001,33,Yes,No,7,7,6.0,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,63360.0,0.0,0.0,,Education,0.0,32,No,Yes,10,10,3.0,6.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,63360.0,0.0,0.0,,Education,0.0,32,No,Yes,10,10,3.0,6.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,63360.0,0.0,0.0,,Education,0.0,32,No,Yes,10,10,3.0,6.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,135630,63360.0,0.0,0.0,,Education,0.0,32,No,Yes,10,10,3.0,6.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,0,63360.0,0.0,0.0,,Education,0.0,32,No,Yes,10,10,3.0,6.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,63360.0,0.0,0.0,,Education,0.0,32,No,Yes,10,10,3.0,6.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,63360.0,,,,Education,,32,No,Yes,10,10,3.0,6.0
7,28769.976105800557,1644.2993473930987,672.2178429022097,1736.8330818409734,2409.0509247431833,-1388.905657037442,31769.46685433153,34178.51777907472,Composite Rolled Steel with Metal Decking,65415663.2147,63360.0,141782082.37167686,457.90964250287306,508.6391492555935,Education,177.99040000000002,32,No,Yes,10,10,3.0,6.0
8,30352.639505317842,1861.3578997199807,679.2185221075152,1754.9848069607503,2434.2033290682657,-1908.2689662286639,33590.547138234295,36024.75046730255,Composite Cell Beams with Metal Decking,73685079.1983,63360.0,143122000.11201254,515.795554388143,538.2945500729552,Education,178.14656,32,No,Yes,10,10,3.0,6.0
9,25397.5661865501,2206.068487026669,568.5882685789467,8175.902309184418,8744.490577763363,-3093.076861435971,28808.526421686158,30883.1821370642,Steel Frame with CLT Slabs,67046598.3707,63360.0,119474542.97890043,469.32618859516526,462.08732023802594,Education,177.3504,32,No,Yes,10,10,3.0,6.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,63360.0,,,,Education,198.4,32,No,Yes,10,10,3.0,6.0
0,65268.08345348837,2449.839484158494,1900.3752287168932,4909.518525471597,6809.89375418849,7174.070999986888,71660.9910292375,78470.88478342601,RC Flat Slab,96526091.9495,211200.0,402125793.2084716,675.6826436467575,342.5031897390353,Healthcare,66.42,12,No,No,10,10,8.0,20.0
1,45261.1662335064,1712.9449543298279,1352.2153806570839,3493.5069954611618,4845.722376118246,4552.099055112926,49715.000186838806,54560.72256295705,PT RC Flat Slab,99477457.1805,211200.0,288439624.774359,696.342200263628,238.69006812075014,Healthcare,64.56,12,No,No,10,10,8.0,20.0
2,47468.60505336096,1809.7556752247096,1357.2899564145189,3506.6156859423654,4863.9056423568845,5723.513116801613,52142.29298785396,57006.198630210856,RC Rib Slab,92841131.0826,211200.0,289609836.95675224,649.8879175780538,249.96297777193186,Healthcare,70.8,12,No,No,10,10,8.0,20.0
3,53015.52137565233,2055.21936805808,1356.7074441567056,3505.1109349534786,4861.818379110184,8879.368668814895,58241.549885332475,63103.368264442644,Two-way RC Slab,93304762.6705,211200.0,289524677.706372,653.1333386932208,278.85740162890954,Healthcare,69.9,12,No,No,10,10,8.0,20.0
4,56052.43672426248,2128.2347543761766,1622.0892279357888,4190.647584556674,5812.736812492461,6376.94974604556,61565.52056004018,67378.25737253265,One-Way Spanning RC,91538116.6076,211200.0,346457278.0639925,640.7668162528562,294.53734553169056,Healthcare,71.4,12,No,No,10,10,8.0,20.0
5,44745.083974130765,1640.117924654957,1316.0767030404502,3400.153233113176,4716.229936153625,4040.390192800304,48418.47038392347,53134.7003200771,Precast Hollowcore with In-situ RC Beams,80472107.2916,211200.0,281348483.5633988,563.3047510409609,231.9212837829755,Healthcare,67.5,12,No,No,10,10,8.0,20.0
6,46152.99064305682,3144.047477829233,1080.388631258519,2791.9359102912968,3872.3245415498154,-3498.2491522902037,50723.54991629047,54595.87445784026,Non-Composite Rolled Steel with PCC Planks,128514592.5454,211200.0,234657667.7641153,899.6021478181019,244.42780333384738,Healthcare,75.3108,12,No,No,10,10,8.0,20.0
7,40415.515601639076,2868.3825025691435,722.5853053039476,1867.7850711661254,2590.370376470072,-6639.132949778021,44728.578188574495,47318.94856504458,Composite Rolled Steel with Metal Decking,119049466.3141,211200.0,160623301.31059113,833.3462641987134,215.72880896199433,Healthcare,72.4884,12,No,No,10,10,8.0,20.0
8,47412.128920554125,3801.503497029074,761.4264706225354,1968.403795592164,2729.8302662146993,-8790.633806729591,52768.67683013315,55498.50709634785,Composite Cell Beams with Metal Decking,154620332.1994,211200.0,169570337.13447133,1082.3423253955636,254.97641645610184,Healthcare,73.9704,12,No,No,10,10,8.0,20.0
9,34704.224886271295,5390.705055024588,459.3665737191619,24265.03190554519,24724.39847926436,-13570.871770892638,41213.62328366357,42988.05234396769,Steel Frame with CLT Slabs,141007853.4627,211200.0,106777153.73165919,987.0549742390942,199.8138175090088,Healthcare,72.99600000000001,12,No,No,10,10,8.0,20.0
10,29192.243626045885,5499.679329810249,539.793913452172,46482.314754434265,47022.10866788644,-14890.914161777202,36095.93572995109,38279.13239783753,"CLT, Glulam and Steel Column Hybrid",169978028.1707,211200.0,124531337.49706069,1189.846197194742,176.54252806413746,Healthcare,85.44,12,No,No,10,10,8.0,20.0
0,26642.340933733336,1051.662818770823,824.3800588031235,2130.074476132708,2954.4545349358314,2462.6413108295046,29313.3598823,32267.814417235826,RC Flat Slab,42555845.4984,102900.0,181611328.0393779,297.890918488822,287.76725753924995,Office,25.6,5,No,Yes,7,7,15.0,14.0
1,25552.13615370254,1003.2643747753555,824.7072165486668,2130.919593011409,2955.626809560076,1838.99566124376,28114.479149461837,31070.10595902192,PT RC Flat Slab,48511995.5752,102900.0,181653902.7792827,339.58396902665004,276.52150746830404,Office,25.650000000000006,5,No,Yes,7,7,15.0,14.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,102900.0,0.0,0.0,,Office,0.0,5,No,Yes,7,7,15.0,14.0
3,23644.374275571434,977.9950922711315,606.0054318622366,1565.9671437469094,2171.972575609146,4238.75062577359,26037.983877381215,28209.956452990355,Two-way RC Slab,39879343.4441,102900.0,136352760.598739,279.1554041088383,255.75451196783337,Office,28.25,5,No,Yes,7,7,15.0,14.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,102900.0,0.0,0.0,,Office,0.0,5,No,Yes,7,7,15.0,14.0
5,21586.941760757105,847.7173797351819,680.4344626486674,1758.2328963993884,2438.667359048057,1648.4914828864526,23547.581889603614,25986.249248651668,Precast Hollowcore with In-situ RC Beams,40115559.4556,102900.0,151635080.6686898,280.8089161891188,231.56842376863688,Office,26.500000000000004,5,No,Yes,7,7,15.0,14.0
6,21013.298587942572,1290.9790627552138,570.2253331694877,1473.7390466636036,2043.9643798330912,-984.0655864968716,23067.529197847543,25111.493577680623,Non-Composite Rolled Steel with PCC Planks,53700870.3108,102900.0,129178216.36297306,375.90609217573865,227.82735947544492,Office,28.128500000000003,5,No,Yes,7,7,15.0,14.0
7,19462.672292292627,1323.534013738242,424.6069318227595,1097.6715006605705,1522.2784324833297,-2551.542454422228,21576.3054033054,23098.583835788726,Composite Rolled Steel with Metal Decking,54882399.7787,102900.0,100307650.9329585,384.1767984509394,213.4157648372822,Office,27.038000000000004,5,No,Yes,7,7,15.0,14.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,102900.0,,,,Office,26.805490512299805,5,No,Yes,7,7,15.0,14.0
9,15784.308331468603,2083.0138808288657,319.6223150608979,9821.262493041124,10140.884808102019,-4616.734544166507,18522.853868755286,19718.466505603486,Steel Frame with CLT Slabs,60097155.1952,102900.0,79315305.76910122,420.68008636660255,184.09653989428463,Office,28.0745,5,No,Yes,7,7,15.0,14.0
10,13048.608103558627,2114.4414090555433,324.82128805598546,17831.985659156497,18156.80694721248,-5236.790613602747,15871.740174531238,17129.803441743716,"CLT, Glulam and Steel Column Hybrid",52313473.0167,102900.0,80376259.74316011,366.19431111688186,157.80305622592925,Office,30.500000000000004,5,No,Yes,7,7,15.0,14.0
0,28699.179636052922,1519.9319790184902,866.6903970485871,2239.106896216515,3105.797293265103,2718.7636335498255,31958.571899374445,35064.36919263955,RC Flat Slab,47581938.3757,102960.0,267056558.98913208,333.07356863019106,313.63292024091527,Education,45.63,9,Yes,No,6,6,13.0,12.0
1,23263.506701949864,1320.9048747930265,717.5893442759118,1853.947693823116,2571.537038099028,2009.1342298846216,25997.222469133678,28568.759507232713,PT RC Flat Slab,49574964.4988,102960.0,236346445.46698642,347.02475149163524,255.86875699908035,Education,44.730000000000004,9,Yes,No,6,6,13.0,12.0
2,18966.48617844082,1170.9175321511084,572.8047654641857,1479.9388464207436,2052.743611884929,1876.7016540009645,21287.32830515669,23340.071917041623,RC Rib Slab,43779652.5957,102960.0,206509404.46473378,306.45756816980577,209.7298550245386,Education,48.375,9,Yes,No,6,6,13.0,12.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,102960.0,0.0,0.0,,Education,0.0,9,Yes,No,6,6,13.0,12.0
4,19421.867262288695,1187.9591101268602,582.8213122171289,1505.8136815500557,2088.634993767184,1975.5501412030653,21786.687812392876,23875.322806160064,One-Way Spanning RC,42185878.7403,102960.0,208513236.9482165,295.3011511821352,214.4715322802546,Education,50.175000000000004,9,Yes,No,6,6,13.0,12.0
5,23162.995397639083,1301.3147127686757,694.3101093940625,1793.8125614904702,2488.1226708845325,2054.665108300981,25640.45617801325,28128.57884889779,Precast Hollowcore with In-situ RC Beams,46242626.0119,102960.0,231421393.57971862,323.6983820835641,252.17710334204364,Education,45.675000000000004,9,Yes,No,6,6,13.0,12.0
6,22607.29426306506,1702.1839311312056,600.81281924402,1552.4715991707576,2153.284418414778,-471.80739683796554,25175.41128306938,27328.695701484154,Non-Composite Rolled Steel with PCC Planks,58499061.627,102960.0,212096065.33258948,409.49343138929567,248.49363553281543,Education,50.039100000000005,9,Yes,No,6,6,13.0,12.0
7,20234.418889431367,1575.768700836357,451.906360343784,1167.865000401552,1619.771360745336,-1759.1976392757024,22700.58168865728,24320.35304940261,Composite Rolled Steel with Metal Decking,54155914.1277,102960.0,182427194.9497313,379.0913988940385,224.1615490243912,Education,47.37060000000001,9,Yes,No,6,6,13.0,12.0
8,22144.238909347507,1833.8405662772846,460.6824847434421,1190.6151230641476,1651.2976078075899,-2356.6241576130233,24896.211051736293,26547.508659543884,Composite Cell Beams with Metal Decking,64012742.2061,102960.0,184175954.23241037,448.0891954426949,246.1567623074882,Education,47.194459062730125,9,Yes,No,6,6,13.0,12.0
9,16627.402512229957,2396.5525904183714,339.2655915130571,9444.258717765382,9783.524309278439,-3885.6029930985624,19760.871442646563,21024.219605136004,Steel Frame with CLT Slabs,59684955.9378,102960.0,160163253.28376347,417.7946915647599,195.98549081401828,Education,48.3066,9,Yes,No,6,6,13.0,12.0
10,14972.660013697137,2540.1148036477252,351.0631480764956,16968.42068059176,17319.483828668253,-4730.813518631179,18317.003480447784,19663.72069151604,"CLT, Glulam and Steel Column Hybrid",67384490.1902,102960.0,162567593.29879677,471.6914313314659,182.4853818160378,Education,51.120000000000005,9,Yes,No,6,6,13.0,12.0
0,3762.952231718764,137.9873324994338,110.21675438122914,284.72442935877353,394.9411837400027,390.15551228128294,4128.327355148038,4523.268538888041,RC Flat Slab,6804537.3451,9408.0,22943206.887866132,47.63176141556978,443.8732054170501,Education,103.215,21,No,No,7,7,4.0,2.0
1,3328.5829816860655,121.18578121770472,98.95671386046784,255.6373897621721,354.59410362264,323.02408292893426,3651.167142322956,4005.7612459455972,PT RC Flat Slab,7173836.0017,9408.0,20489474.413603928,50.2168520121587,393.4294211665725,Education,102.375,21,No,No,7,7,4.0,2.0
2,3498.1295068454015,128.11326401031255,101.89461439830554,263.2266012856475,365.1212156839531,372.4276940243884,3837.5331226811745,4202.654338365129,RC Rib Slab,7426895.671,9408.0,21140890.190639082,51.988269696770864,413.4270187476557,Education,107.625,21,No,No,7,7,4.0,2.0
3,3584.1984594807423,131.79930735973807,102.42569621536731,264.5984966898806,367.024192905248,412.7963642082092,3932.143348687743,4299.167541592991,Two-way RC Slab,6990031.8585,9408.0,21255783.90910161,48.930223009639924,423.15833032497693,Education,107.625,21,No,No,7,7,4.0,2.0
4,3635.261808920323,132.6193670065557,106.39886819682242,274.8620308694963,381.26089906631876,378.5057843444012,3987.540961883266,4368.801860949586,One-Way Spanning RC,7130920.9831,9408.0,22010427.822706494,49.91644688160376,429.15151028538156,Education,108.15,21,No,No,7,7,4.0,2.0
5,3647.054939403033,131.2887890238761,107.48753928277596,277.67429596982345,385.1618352525993,340.64492077931027,3975.7907925621257,4360.952627814724,Precast Hollowcore with In-situ RC Beams,6917969.3405,9408.0,22341549.485328685,48.425785383610815,427.7441090503546,Education,105.0,21,No,No,7,7,4.0,2.0
6,3760.7653213015424,194.204131417321,100.12520885409077,258.6813511185353,358.8065599726261,17.322621814782114,4131.546788984196,4490.353348956823,Non-Composite Rolled Steel with PCC Planks,9305423.7211,9408.0,20609184.920197845,65.13796604757476,446.07618569640425,Education,114.0111,21,No,No,7,7,4.0,2.0
7,3812.0004510018543,202.99733412081235,90.93959588072003,234.96293831731535,325.9025341980354,-146.99979642135835,4198.551270267112,4524.453804465147,Composite Rolled Steel with Metal Decking,9386982.1944,9408.0,18857346.06204708,65.70887536082328,453.25894405058835,Education,111.9951,21,No,No,7,7,4.0,2.0
8,3699.558859094987,202.33634414979431,86.5230420940604,223.55543083966808,310.07847293372856,-165.86240945714,4077.0844988396143,4387.162971773343,Composite Cell Beams with Metal Decking,9364004.3805,9408.0,17966384.93638473,65.54803066328618,440.3308385951212,Education,107.86523999999999,21,No,No,7,7,4.0,2.0
9,3230.471787096937,264.9248086182819,79.03835325871276,1232.1871482606834,1311.2255015193962,-315.9673306162208,3662.8448615547004,3951.753543502232,Steel Frame with CLT Slabs,8933827.8599,9408.0,16572238.899375143,62.536795019280746,395.9801930882208,Education,111.3987,21,No,No,7,7,4.0,2.0
10,3298.903151754302,283.2849936588276,85.11664561550198,1771.5105608208196,1856.6272064363216,-368.05444249145756,3764.548414160195,4078.1093293965173,"CLT, Glulam and Steel Column Hybrid",9822137.3771,9408.0,17803609.261013415,68.7549616396803,407.45146426444256,Education,116.34,21,No,No,7,7,4.0,2.0
0,17771.352684550773,778.4181042671516,517.560888682636,1337.0419598541503,1854.602848536787,1907.357427260279,19623.22400255532,21477.82685109211,RC Flat Slab,31443084.7,57600.0,131119694.371279,220.1015928999063,344.5021804766532,Healthcare,101.46,19,Yes,Yes,6,6,20.0,3.0
1,15822.597485485414,704.607777305321,472.38808427917184,1220.3511586132092,1692.7392428923813,1521.0924138902124,17484.98528228297,19177.724525175356,PT RC Flat Slab,32800685.7495,57600.0,121783660.54258278,229.60480024615632,307.5449667105751,Healthcare,100.605,19,Yes,Yes,6,6,20.0,3.0
2,14943.383558372025,673.8392679943428,436.3665608136085,1127.3000299391265,1563.6665907527354,1595.8445089993934,16520.10550260946,18083.772093362193,RC Rib Slab,31846780.4596,57600.0,114014396.09270625,222.92746321718,290.6776556567125,Healthcare,104.975,19,Yes,Yes,6,6,20.0,3.0
3,15738.515979810303,708.6249697573971,437.9119432752855,1131.292076039832,1569.2040193151176,2022.2925824800127,17394.29559273593,18963.499612051048,Two-way RC Slab,29734711.7789,57600.0,114346907.75465187,208.1429824521581,305.5978919303487,Healthcare,105.45,19,Yes,Yes,6,6,20.0,3.0
4,15562.377404994493,695.8167405301757,451.723378587679,1166.9699019834216,1618.6932805711008,1702.482289206246,17197.99340376747,18816.68668433857,One-Way Spanning RC,30163876.3502,57600.0,116964277.0050762,211.14713445131085,302.242023232965,Healthcare,105.45,19,Yes,Yes,6,6,20.0,3.0
5,16770.88920750536,729.1031872832631,491.18631342718874,1268.9109159752006,1760.0972294023895,1609.762751573858,18386.477116862967,20146.57434626536,Precast Hollowcore with In-situ RC Beams,31093637.433,57600.0,125554993.46598224,217.65546203119538,322.9884128280236,Healthcare,102.6,19,Yes,Yes,6,6,20.0,3.0
6,16239.783522650514,1076.5871519277612,408.622264459132,1055.7864974713282,1464.4087619304603,-453.0502777598439,18001.215146109836,19465.6239080403,Non-Composite Rolled Steel with PCC Planks,42930994.9602,57600.0,108596276.23456231,300.5169647216494,317.73840470193556,Healthcare,109.478,19,Yes,Yes,6,6,20.0,3.0
7,16302.401749607185,1074.111878933447,361.26625554693993,933.4948817288348,1294.7611372757747,-1224.1751989047752,18104.13119720387,19398.892334479646,Composite Rolled Steel with Metal Decking,42418603.06,57600.0,98701258.22755328,296.93022141968146,319.4628718511034,Healthcare,107.60459999999999,19,Yes,Yes,6,6,20.0,3.0
8,16663.956314259623,1141.5338158569248,357.6029608108021,924.0546666937664,1281.6576275045686,-1398.7099761282473,18529.652837279784,19811.310464784354,Composite Cell Beams with Metal Decking,45081088.8299,57600.0,97946997.93198343,315.56762180924494,327.17396630362896,Healthcare,105.06468000000001,19,Yes,Yes,6,6,20.0,3.0
9,13060.380408520716,1395.433521133584,284.2332318761836,5527.398298499678,5811.631530375865,-2155.4871268732227,15064.884314576775,16109.983734860894,Steel Frame with CLT Slabs,41432739.5471,57600.0,82553195.15629146,290.02917682972947,266.5783592258074,Healthcare,108.0929,19,Yes,Yes,6,6,20.0,3.0
10,12545.711757780316,1492.6979180894907,296.1406936423787,9275.52069498553,9571.661388627905,-2618.1630309955763,14692.123720193074,15800.283028820975,"CLT, Glulam and Steel Column Hybrid",45809222.9784,57600.0,84955972.68978298,320.66456084873556,260.63868543475365,Healthcare,111.72,19,Yes,Yes,6,6,20.0,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,81648.0,0.0,0.0,,Office,0.0,35,Yes,Yes,7,7,3.0,9.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,81648.0,0.0,0.0,,Office,0.0,35,Yes,Yes,7,7,3.0,9.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,81648.0,0.0,0.0,,Office,0.0,35,Yes,Yes,7,7,3.0,9.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,155358,81648.0,0.0,0.0,,Office,0.0,35,Yes,Yes,7,7,3.0,9.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,0,81648.0,0.0,0.0,,Office,0.0,35,Yes,Yes,7,7,3.0,9.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,81648.0,0.0,0.0,,Office,0.0,35,Yes,Yes,7,7,3.0,9.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,81648.0,,,,Office,192.696,35,Yes,Yes,7,7,3.0,9.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,81648.0,,,,Office,187.0575,35,Yes,Yes,7,7,3.0,9.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,81648.0,,,,Office,187.047,35,Yes,Yes,7,7,3.0,9.0
9,,,,,,,,,Steel Frame with CLT Slabs,,81648.0,,,,Office,193.55,35,Yes,Yes,7,7,3.0,9.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,81648.0,,,,Office,205.10000000000002,35,Yes,Yes,7,7,3.0,9.0
0,30456.663737338098,1111.0722620983156,887.6426917120141,2293.0529797707995,3180.6956714828134,3222.280391570929,33407.37716766581,36588.07283914862,RC Flat Slab,49102815.2617,97440.0,183566333.87086603,343.7197068319293,346.3782519960769,Residential,135.43,29,No,Yes,6,6,4.0,14.0
1,25578.108587824576,933.0072322575774,759.1956251329744,1961.2473433023424,2720.4429684353167,2499.851981730223,28058.517431968052,30778.960400403364,PT RC Flat Slab,50510533.9577,97440.0,157494656.40081528,353.5737377041933,291.58550050977266,Residential,133.4,29,No,Yes,6,6,4.0,14.0
2,23713.1982309687,865.6176864621176,697.4653643951971,1801.7851695137463,2499.2505339089435,2424.76166722683,26012.316314785963,28511.566848694907,RC Rib Slab,48124611.8305,97440.0,144399637.17501646,336.8722828135351,270.4144971018011,Residential,142.825,29,No,Yes,6,6,4.0,14.0
3,26217.617953553603,973.8176566521416,711.1171692841297,1837.050636688336,2548.167805972465,3628.0845226329725,28765.90059464906,31314.068400621527,Two-way RC Slab,47339249.2277,97440.0,147455609.45591292,331.3747445940669,298.6173577508531,Residential,142.825,29,No,Yes,6,6,4.0,14.0
