,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y,Bays_X,Bays_Y
1,5045.950658436853,247.62540875420473,151.88230128971355,392.3807196844802,544.2630209741938,477.4619761174315,5599.286896693262,6143.549917667458,PT RC Flat Slab,11085923.5979,21600.0,43274255.21920138,77.60146518538444,262.81890564252996,Office,68.53,14,Yes,Yes,8.0,9.0,4.0,5.0
2,5094.202784976808,250.93793217268677,148.85011309382344,384.5479434208794,533.3980565147027,553.1094636848898,5652.996667785899,6186.394724300604,RC Rib Slab,11025197.9261,21600.0,42714119.28925607,77.17638548286268,265.2857895031834,Office,73.15,14,Yes,Yes,8.0,9.0,4.0,5.0
3,5221.956238860867,256.625975619924,148.89065293998334,384.6526663220376,533.5433192620209,624.9343161190573,5793.515327225676,6327.058646487698,Two-way RC Slab,9949377.2821,21600.0,42732578.566762246,69.64564097465934,271.4426374166822,Office,73.15,14,Yes,Yes,8.0,9.0,4.0,5.0
4,5450.765981559795,262.82933778970414,161.01672807297209,415.97685444500905,576.9935825179809,561.6704748868749,6043.291775483893,6620.285358001874,One-Way Spanning RC,10441410.7795,21600.0,45125177.37085814,73.08987545659626,283.1658171731708,Office,73.5,14,Yes,Yes,8.0,9.0,4.0,5.0
5,5128.6167406933155,246.89634388885997,152.68739929887744,394.46045622082016,547.1478555196976,457.3795883161788,5640.065606998123,6187.213462517824,Precast Hollowcore with In-situ RC Beams,10176655.1809,21600.0,43451189.08120635,71.23658626599493,264.4121385770425,Office,70.0,14,Yes,Yes,8.0,9.0,4.0,5.0
6,5033.667177547429,332.80336879320294,133.23526738006575,344.24932216288636,477.484589542952,-37.954930945898205,5583.804598201838,6061.289187744793,Non-Composite Rolled Steel with PCC Planks,13420379.788,21600.0,39470763.87844363,93.94265851568598,262.858669292478,Office,77.042,14,Yes,Yes,8.0,9.0,4.0,5.0
7,5286.170145389578,360.1050328581879,118.72153082850195,306.7795982882456,425.5011291167475,-385.76362987647644,5883.970124660477,6309.471253777225,Composite Rolled Steel with Metal Decking,13824101.5549,21600.0,36525015.04122708,96.76871088437373,276.8860572011505,Office,74.82300000000001,14,Yes,Yes,8.0,9.0,4.0,5.0
8,5648.057290751515,409.18102340236567,120.35774691207412,311.02145756002113,431.37920447209524,-499.41754658098574,6300.0864260333,6731.465630505398,Composite Cell Beams with Metal Decking,15718012.1617,21600.0,36851311.90828674,110.02608513215311,296.7644681095117,Office,74.73255999999999,14,Yes,Yes,8.0,9.0,4.0,5.0
9,4183.669797416008,499.41134239538997,92.91764378238837,2285.5750080748444,2378.492651857234,-785.8468225297732,4884.904462577272,5229.195279572122,Steel Frame with CLT Slabs,13437077.1967,21600.0,31267419.957768686,94.05954037694637,230.50759272936196,Office,75.30040000000001,14,Yes,Yes,8.0,9.0,4.0,5.0
10,4048.526638283135,539.4368976681286,96.95359397111163,3606.165156894251,3703.1187508653634,-965.0571490312873,4805.460600333828,5171.402391199191,"CLT, Glulam and Steel Column Hybrid",16291089.507,21600.0,32085845.92623391,114.03762654933084,227.75454754088696,Office,78.96000000000001,14,Yes,Yes,8.0,9.0,4.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,417792.0,0.0,0.0,,Education,0.0,31,Yes,Yes,8.0,16.0,6.0,17.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,417792.0,0.0,0.0,,Education,0.0,31,Yes,Yes,8.0,16.0,6.0,17.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,417792.0,0.0,0.0,,Education,0.0,31,Yes,Yes,8.0,16.0,6.0,17.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,417792.0,0.0,0.0,,Education,0.0,31,Yes,Yes,8.0,16.0,6.0,17.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,417792.0,0.0,0.0,,Education,0.0,31,Yes,Yes,8.0,16.0,6.0,17.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,417792.0,0.0,0.0,,Education,0.0,31,Yes,Yes,8.0,16.0,6.0,17.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,417792.0,,,,Education,,31,Yes,Yes,8.0,16.0,6.0,17.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,417792.0,,,,Education,,31,Yes,Yes,8.0,16.0,6.0,17.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,417792.0,,,,Education,,31,Yes,Yes,8.0,16.0,6.0,17.0
9,,,,,,,,,Steel Frame with CLT Slabs,,417792.0,,,,Education,178.8731,31,Yes,Yes,8.0,16.0,6.0,17.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,417792.0,,,,Education,203.36,31,Yes,Yes,8.0,16.0,6.0,17.0
0,1317.5258687746275,64.47551812889046,43.57580263002993,112.65167662806874,156.22747925809867,131.05772849388987,1462.8090175303587,1619.0364967884575,RC Flat Slab,3249124.8662,6720.0,11211352.118884612,22.74387406374387,221.06441839197953,Education,9.83,2,No,No,6.0,8.0,14.0,5.0
1,1150.7227968150355,58.32732449669454,39.67408312250409,102.57271913222456,142.24680225472864,98.5554097948498,1279.9506502682987,1422.1974525230276,PT RC Flat Slab,3507996.0982,6720.0,10435015.586035622,24.55597268751765,194.12300936842504,Education,9.75,2,No,No,6.0,8.0,14.0,5.0
2,1090.3421207350393,56.50968053989316,37.024619240641506,95.72859981494415,132.75321905558567,106.48573975786306,1213.9517854981839,1346.7050045537699,RC Rib Slab,3393670.7227,6720.0,9911641.199596973,23.75569505874949,184.18266079716273,Education,10.200000000000001,2,No,No,6.0,8.0,14.0,5.0
3,1179.4051232823365,60.44631202728318,37.03905792802626,95.76589796417451,132.80495589220078,156.77834280230957,1311.8828509017794,1444.6878067939801,Two-way RC Slab,3100965.4325,6720.0,9915542.398091054,21.70675802717974,198.45083466204753,Education,10.200000000000001,2,No,No,6.0,8.0,14.0,5.0
4,1136.9971644614543,58.27588816762367,37.96318735350468,98.15311754315505,136.11630489665973,118.00859392353296,1265.1176067236756,1401.2339116203354,One-Way Spanning RC,3173212.1234,6720.0,10098142.563305505,22.212484863472252,191.56697791475415,Education,10.200000000000001,2,No,No,6.0,8.0,14.0,5.0
5,1301.669936489012,62.413570404270686,43.08916761610047,111.39459661195687,154.48376422805737,110.36956468880739,1427.4622236229889,1581.9459878510459,Precast Hollowcore with In-situ RC Beams,3490927.6283,6720.0,11114653.656106776,24.43649339825578,216.05635669958997,Education,10.0,2,No,No,6.0,8.0,14.0,5.0
6,1140.6104808300395,73.47096135735022,35.715507532171294,92.3539303536202,128.06943788579147,-5.339728085742916,1259.9307388028158,1388.0001766886069,Non-Composite Rolled Steel with PCC Planks,3938219.3432,6720.0,9655147.571308823,27.567535402457494,191.59200509007042,Education,10.6188,2,No,No,6.0,8.0,14.0,5.0
7,1230.848483847334,80.02120804939449,31.3080703642343,80.97518545585946,112.28325582009377,-116.34732458365863,1365.5602457006323,1477.8435015207265,Composite Rolled Steel with Metal Decking,4008654.0902,6720.0,8781923.722433792,28.060578631478954,207.3840512398975,Education,10.524000000000001,2,No,No,6.0,8.0,14.0,5.0
8,1309.4497601901867,91.15004911079286,31.4823071137271,81.42877197978055,112.91107909350762,-141.68462096748823,1456.176050394529,1569.0871294880362,Composite Cell Beams with Metal Decking,4440662.596,6720.0,8813718.663229415,31.084638171927214,221.31855484619885,Education,9.994,2,No,No,6.0,8.0,14.0,5.0
9,877.2262065361352,127.12484932871737,22.613050387263485,679.8164785920308,702.4295289792941,-239.6550589730756,1046.5491317949688,1131.0948687253335,Steel Frame with CLT Slabs,4059367.4701,6720.0,7062476.029074111,28.41557229070533,159.96498572703484,Education,10.4196,2,No,No,6.0,8.0,14.0,5.0
10,816.0168649932738,139.64499967750882,23.14931005396721,1080.3035984623823,1103.45290851635,-299.44758451494795,1001.2291011593136,1089.8867456756632,"CLT, Glulam and Steel Column Hybrid",4603810.0176,6720.0,7169974.121947571,32.22667012327348,153.78806120276593,Education,10.8,2,No,No,6.0,8.0,14.0,5.0
0,922.1852122404925,43.11490041989308,29.830572334796912,77.10944183615165,106.94001417094856,93.82617843009926,1021.7062211678132,1128.6462353387622,RC Flat Slab,2129768.1116,3960.0,7428946.902004609,14.908376781070116,261.77136311840485,Residential,9.34,2,No,No,9.0,10.0,2.0,11.0
1,767.2528345702281,37.4754360655408,26.031806072477103,67.2964341043767,93.32824017685378,66.41858510293905,851.9020602590672,945.2303004359212,PT RC Flat Slab,2309512.8537,3960.0,6676180.887351488,16.166589976149552,219.2092551099032,Residential,9.200000000000001,2,No,No,9.0,10.0,2.0,11.0
2,764.7933456175556,37.69481499866094,25.02490624911938,64.69540127702439,89.72030752614376,81.05431426573388,849.3514167428532,939.0717242689971,RC Rib Slab,2214154.2066,3960.0,6478182.173038574,15.49907944590224,218.3965899466554,Residential,10.05,2,No,No,9.0,10.0,2.0,11.0
3,797.701290577241,39.174072511413755,24.980497543275717,64.58068430216744,89.56118184544314,100.42893190434312,885.5521200501162,975.1133018955595,Two-way RC Slab,2070508.6085,3960.0,6471438.524302224,14.493560259610359,227.2842627044764,Residential,10.05,2,No,No,9.0,10.0,2.0,11.0
4,845.5385955242085,40.443533992047,27.811538580502667,71.8938553869067,99.70539396740938,82.49226290983665,937.7967089035961,1037.502102871006,One-Way Spanning RC,2091062.6017,3960.0,7042775.467306162,14.637438211871393,240.51367351400697,Residential,10.1,2,No,No,9.0,10.0,2.0,11.0
5,746.4520911386877,35.966881539537745,25.104248564030076,64.90035907013697,90.00460763416704,57.93019617525062,818.577093519874,908.5817011540412,Precast Hollowcore with In-situ RC Beams,2099526.2525,3960.0,6493948.157124156,14.696683767190384,210.42267103208695,Residential,9.5,2,No,No,9.0,10.0,2.0,11.0
6,728.3452079853176,49.47059497860484,21.692878781069176,56.0940636413259,77.78694242239509,-18.38665358002708,805.231493081795,883.0184355041902,Non-Composite Rolled Steel with PCC Planks,2534225.2731,3960.0,5800778.431125281,17.73957691184513,207.82097727112122,Residential,10.3514,2,No,No,9.0,10.0,2.0,11.0
7,741.4453102943719,50.13115876850164,18.3460757982284,47.45166774490662,65.79774354313503,-77.96418946231032,823.6276938261218,889.4254373692568,Composite Rolled Steel with Metal Decking,2488997.1901,3960.0,5137010.85687708,17.422980330921497,212.38653387804123,Residential,10.1744,2,No,No,9.0,10.0,2.0,11.0
8,789.4611270605651,56.45851960071188,18.571299658965973,48.03540274484452,66.60670240381049,-91.49155225285976,878.7337447543067,945.3404471581173,Composite Cell Beams with Metal Decking,2752862.7511,3960.0,5181913.5491799945,19.270039257461395,226.76863232620406,Residential,10.176079999999999,2,No,No,9.0,10.0,2.0,11.0
9,571.2577414710764,90.37429853946267,13.831645687134875,535.0513677532241,548.8830134403589,-190.22126570820677,688.5808659021868,740.9501178746559,Steel Frame with CLT Slabs,2619865.7683,3960.0,4247908.740367976,18.339060378126895,178.5151328990691,Residential,10.156,2,No,No,9.0,10.0,2.0,11.0
10,493.9647451723592,86.3407703742936,13.913590221184817,689.0304178653702,702.9440080865551,-189.92473891272599,608.07315494941,661.5771630359652,"CLT, Glulam and Steel Column Hybrid",3017431.1313,3960.0,4266402.362262075,21.122017919356328,158.88766991635515,Residential,10.870000000000001,2,No,No,9.0,10.0,2.0,11.0
0,2263.8377610813686,92.92694246772334,68.6937180367589,177.50846918531806,246.20218722207696,242.796403410928,2494.182240519487,2740.384427741564,RC Flat Slab,4533247.9412,11340.0,15566830.840649026,31.7327355882869,222.74382505359557,Education,24.8,5,No,No,7.0,9.0,3.0,12.0
1,1881.9644330012063,78.79240385769835,59.56595819155513,153.9295565201121,213.49551471166734,171.49599145846176,2075.4595593945123,2288.9550741061803,PT RC Flat Slab,4960248.8466,11340.0,13728066.49307849,34.72174192616309,186.08300717113542,Education,24.525000000000002,5,No,No,7.0,9.0,3.0,12.0
2,1748.9321682611687,75.19120982033289,52.56615915838082,135.84761167534992,188.41377083373078,207.47544901979546,1930.2512799754586,2118.6650508091893,RC Rib Slab,4743240.3163,11340.0,12351019.21849904,33.20268221441576,173.14408837653212,Education,26.125000000000004,5,No,No,7.0,9.0,3.0,12.0
3,1869.0806070078854,80.0477117035716,52.713132420727256,136.227274350065,188.94040677079224,273.29169591193687,2061.930942430599,2250.8713492013912,Two-way RC Slab,4233343.9861,11340.0,12303872.66348418,29.63340790238039,184.44130073483063,Education,26.125000000000004,5,No,No,7.0,9.0,3.0,12.0
4,1903.1174334177717,80.50562102701501,57.583088561411174,148.80738956693347,206.39047812834474,215.0647781221682,2099.1529448875663,2305.5434230159112,One-Way Spanning RC,4415293.8322,11340.0,13363018.788140971,30.907056825118957,187.8359789870093,Education,26.125000000000004,5,No,No,7.0,9.0,3.0,12.0
5,1941.1918533883897,78.80203403443855,59.798000191125865,154.52896953440313,214.32696972552904,168.59207725299203,2110.226313915939,2324.5532836414677,Precast Hollowcore with In-situ RC Beams,4590251.4217,11340.0,13778138.489237785,32.13175995190972,188.92046506771152,Education,25.0,5,No,No,7.0,9.0,3.0,12.0
6,1809.7305663413551,109.17453307952184,49.69018117074403,128.43334751096273,178.12352868170677,-49.28579068294367,1981.792773517195,2159.9163021989025,Non-Composite Rolled Steel with PCC Planks,5709888.8836,11340.0,11693415.97649608,39.969222185413564,178.28589027359862,Education,27.391500000000004,5,No,No,7.0,9.0,3.0,12.0
7,1951.4607871315552,126.76934335203397,40.431339541912045,104.52982118966801,144.96116073158004,-265.23495451136944,2155.0893967224524,2300.050557454032,Composite Rolled Steel with Metal Decking,5994959.5568,11340.0,9824743.733009044,41.96471689753415,193.7437489964715,Education,26.683500000000002,5,No,No,7.0,9.0,3.0,12.0
8,2016.2597713569796,137.19862385307488,40.1129971736949,103.71086953040654,143.82386670410145,-288.1241177929781,2230.4562587865626,2374.280125490663,Composite Cell Beams with Metal Decking,6473799.2981,11340.0,9759666.717582436,45.316595086363506,200.68543684946437,Education,25.682199999999998,5,No,No,7.0,9.0,3.0,12.0
9,1395.4581010568174,223.44013468870665,26.077835289789586,1306.5270156060694,1332.6048508958593,-527.1121896846822,1677.1774415939767,1777.5254117558916,Steel Frame with CLT Slabs,6095666.666,11340.0,6994016.839140202,42.669666662317276,151.66200249173667,Education,26.893,5,No,No,7.0,9.0,3.0,12.0
10,1227.8889982420362,234.98172714865515,27.292457381536853,2007.200153938048,2034.492611319585,-604.9741709271636,1527.0602912897823,1635.5854466093679,"CLT, Glulam and Steel Column Hybrid",6731871.016,11340.0,7213174.786765871,47.123097112134616,138.81687728411967,Education,27.9,5,No,No,7.0,9.0,3.0,12.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,30240.0,0.0,0.0,,Office,0.0,13,Yes,No,8.0,15.0,3.0,6.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,30240.0,0.0,0.0,,Office,0.0,13,Yes,No,8.0,15.0,3.0,6.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,30240.0,0.0,0.0,,Office,0.0,13,Yes,No,8.0,15.0,3.0,6.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,30240.0,0.0,0.0,,Office,0.0,13,Yes,No,8.0,15.0,3.0,6.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,30240.0,0.0,0.0,,Office,0.0,13,Yes,No,8.0,15.0,3.0,6.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,30240.0,0.0,0.0,,Office,0.0,13,Yes,No,8.0,15.0,3.0,6.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,30240.0,,,,Office,76.427,13,Yes,No,8.0,15.0,3.0,6.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,30240.0,,,,Office,71.2855,13,Yes,No,8.0,15.0,3.0,6.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,30240.0,,,,Office,72.2228,13,Yes,No,8.0,15.0,3.0,6.0
9,,,,,,,,,Steel Frame with CLT Slabs,,30240.0,,,,Office,74.7539,13,Yes,No,8.0,15.0,3.0,6.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,30240.0,,,,Office,81.64,13,Yes,No,8.0,15.0,3.0,6.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,254448.0,0.0,0.0,,Education,0.0,30,Yes,Yes,12.0,12.0,19.0,3.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,254448.0,0.0,0.0,,Education,0.0,30,Yes,Yes,12.0,12.0,19.0,3.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,254448.0,0.0,0.0,,Education,0.0,30,Yes,Yes,12.0,12.0,19.0,3.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,562248,254448.0,0.0,0.0,,Education,0.0,30,Yes,Yes,12.0,12.0,19.0,3.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,254448.0,0.0,0.0,,Education,0.0,30,Yes,Yes,12.0,12.0,19.0,3.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,254448.0,0.0,0.0,,Education,0.0,30,Yes,Yes,12.0,12.0,19.0,3.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,254448.0,,,,Education,,30,Yes,Yes,12.0,12.0,19.0,3.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,254448.0,,,,Education,,30,Yes,Yes,12.0,12.0,19.0,3.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,254448.0,,,,Education,,30,Yes,Yes,12.0,12.0,19.0,3.0
9,91020.489890775,8926.027467557995,1923.662467751096,30979.588824757036,32903.25129250813,-13703.260522182825,104054.51515164036,111092.10772855219,Steel Frame with CLT Slabs,252056482.5974,254448.0,479797998.79923725,1764.3953781815353,415.87636974871833,Education,172.50900000000001,30,Yes,Yes,12.0,12.0,19.0,3.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,254448.0,,,,Education,200.39999999999998,30,Yes,Yes,12.0,12.0,19.0,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,138880.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,138880.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,138880.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,138880.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,138880.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,138880.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,138880.0,,,,Healthcare,,30,Yes,No,10.0,16.0,14.0,2.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,138880.0,,,,Healthcare,,30,Yes,No,10.0,16.0,14.0,2.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,138880.0,,,,Healthcare,,30,Yes,No,10.0,16.0,14.0,2.0
9,,,,,,,,,Steel Frame with CLT Slabs,,138880.0,,,,Healthcare,,30,Yes,No,10.0,16.0,14.0,2.0
10,14.434039620000002,0.9997603200000001,0.03144558631500001,0.081230526,0.11267611231500001,0.0,16.257763170772698,16.3704392830877,"CLT, Glulam and Steel Column Hybrid",,138880.0,6248.502,0.0,,Healthcare,0.0,30,Yes,No,10.0,16.0,14.0,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,119168.0,0.0,0.0,,Healthcare,0.0,8,No,Yes,7.0,14.0,8.0,19.0
1,33073.476384479996,1275.232459496729,1036.3683265265038,2677.5385754456374,3713.906901972142,2604.7258669225234,36360.115992004925,40074.02289397707,PT RC Flat Slab,59348392.1881,119168.0,226910511.67507026,415.43874531687544,308.6026008435301,Healthcare,44.16,8,No,Yes,7.0,14.0,8.0,19.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,119168.0,0.0,0.0,,Healthcare,0.0,8,No,Yes,7.0,14.0,8.0,19.0
3,35695.480977664694,1427.194869411301,830.2865009511066,2145.1861199105833,2975.47262086169,7373.143688487446,39243.491594906845,42218.964215768545,Two-way RC Slab,59810634.6627,119168.0,180555537.46665746,418.6744426388078,332.8256414267728,Healthcare,49.2,8,No,Yes,7.0,14.0,8.0,19.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,119168.0,0.0,0.0,,Healthcare,0.0,8,No,Yes,7.0,14.0,8.0,19.0
5,28547.951541441904,1084.9552454022657,864.6333376145697,2233.9111823298613,3098.544519944431,2470.0843494180226,31108.598491808938,34207.14301175338,Precast Hollowcore with In-situ RC Beams,49870838.9528,119168.0,188868057.86447072,349.09587266966315,263.97769841298503,Healthcare,46.0,8,No,Yes,7.0,14.0,8.0,19.0
6,27227.200310351807,1802.141558467512,667.8119906880332,1725.8118906296388,2393.623881317673,-1817.522558256614,29940.541564004805,32334.165445322484,Non-Composite Rolled Steel with PCC Planks,72940968.0417,119168.0,147008366.68922418,510.5867762917039,255.5310850253131,Healthcare,49.268,8,No,Yes,7.0,14.0,8.0,19.0
7,24566.507669281753,1754.299237118189,478.59334420498357,1237.1144119004737,1715.7077561054573,-3598.7688220590408,27253.376523806724,28969.084279912186,Composite Rolled Steel with Metal Decking,71375935.3298,119168.0,109455530.92247821,499.63154730827193,232.8897696622835,Healthcare,46.5376,8,No,Yes,7.0,14.0,8.0,19.0
8,26418.629213948927,1992.1022922701109,489.27488865701235,1264.778530566055,1754.053419223067,-4117.702350038175,29376.309134814222,31130.3625540373,Composite Cell Beams with Metal Decking,82613312.0647,119168.0,111602266.65610443,578.2931844530048,251.36447971995187,Healthcare,47.777893903074386,8,No,Yes,7.0,14.0,8.0,19.0
9,22306.17500002115,3043.321346324644,360.39702078643035,12325.290854358089,12685.687875144522,-7111.071699531887,26143.207796130555,27498.21758768692,Steel Frame with CLT Slabs,85547428.3701,119168.0,84839926.4177288,598.8319985909737,224.40621471134472,Healthcare,49.2808,8,No,Yes,7.0,14.0,8.0,19.0
10,16919.507306451313,2870.3167698861093,369.7983977639191,24203.80409162694,24573.60248939086,-7417.304897955124,20661.703852696235,22115.284326087094,"CLT, Glulam and Steel Column Hybrid",69988277.3642,119168.0,86802472.0373581,489.9179415496015,177.49414099628956,Healthcare,53.599999999999994,8,No,Yes,7.0,14.0,8.0,19.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,37260.0,0.0,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,37260.0,0.0,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,37260.0,0.0,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,37260.0,0.0,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,37260.0,0.0,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,37260.0,0.0,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,37260.0,,,,Residential,,22,Yes,No,12.0,15.0,3.0,3.0
7,57.96396173568,4.01481986048,0.12627863092416,0.326204113664,0.45248274458815996,0.0,65.28763860621966,65.74012135080783,Composite Rolled Steel with Metal Decking,,37260.0,25092.624128,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,37260.0,,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
9,69.33942759744001,4.802730915840001,0.15106089583728002,0.390221886912,0.5412827827492801,0.0,78.10038090196956,78.64166368471885,Steel Frame with CLT Slabs,1062142.4141,37260.0,30017.068224000002,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
10,10.26056775744,0.71068867584,0.02235337975728,0.05774345491199999,0.08009683466927998,0.0,11.556978156481312,11.637074991150591,"CLT, Glulam and Steel Column Hybrid",,37260.0,4441.8042239999995,0.0,,Residential,0.0,22,Yes,No,12.0,15.0,3.0,3.0
0,6845.579580465058,336.3582623870977,230.16543400570356,595.0280488496004,825.1934828553037,634.0751497853086,7602.504731428327,8427.69821428363,RC Flat Slab,14716432.1348,18018.0,59275052.77671589,103.01502494363953,427.6567741354183,Healthcare,5.62,1,No,No,11.0,13.0,9.0,14.0
1,5461.978719410246,287.3656521005885,191.60007068998257,495.4056498224027,687.0057205123852,463.20592967145797,6086.659446899561,6773.665167411947,PT RC Flat Slab,15812188.2727,18018.0,51613236.267213754,110.6853179089291,343.9529783998496,Healthcare,5.46,1,No,No,11.0,13.0,9.0,14.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,18018.0,0.0,0.0,,Healthcare,0.0,1,No,No,11.0,13.0,9.0,14.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,18018.0,0.0,0.0,,Healthcare,0.0,1,No,No,11.0,13.0,9.0,14.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,18018.0,0.0,0.0,,Healthcare,0.0,1,No,No,11.0,13.0,9.0,14.0
5,5230.0333832308015,273.26962940076044,183.01327607379434,473.22416348152876,656.2374395553231,390.15119712709776,5760.065622349075,6416.303061904398,Precast Hollowcore with In-situ RC Beams,13443027.9793,18018.0,49820848.82109148,94.10119585486866,324.9065833169022,Healthcare,5.825,1,No,No,11.0,13.0,9.0,14.0
6,5043.831725489921,360.62228504616434,158.9966207604896,411.2235167866136,570.2201375471031,-108.4335866204058,5607.6446434968975,6177.864781044002,Non-Composite Rolled Steel with PCC Planks,16370301.9735,18018.0,45055729.77398791,114.59211381469933,317.58445761525127,Healthcare,6.418,1,No,No,11.0,13.0,9.0,14.0
