,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
0,21574.428637668934,807.1408992112785,646.8712404926479,1671.1910194343768,2318.0622599270246,2107.738948297292,23688.34552904633,26006.407788973356,RC Flat Slab,31316148.2714,65664.0,136718601.57963803,364.08928129486736,Healthcare,50.58,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
1,14833.593419327326,565.7624350729626,455.9144954817677,1177.9098102656856,1633.824305747453,1324.1214571792814,16300.001626560559,17933.82593230801,PT RC Flat Slab,30907535.4468,65664.0,98094588.59489043,251.52830127144617,Healthcare,48.824999999999996,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
2,12509.16298201505,491.41784786781693,361.3357489863949,933.5931278136543,1294.9288768000492,1511.3434797145394,13756.20441694923,15051.133293749277,RC Rib Slab,27630949.519,65664.0,79037559.10493176,212.43940459889708,Healthcare,54.224999999999994,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
3,17016.0359179085,675.9612867234317,407.44490349547027,1052.702717206199,1460.1476207016692,3333.8360046845355,18705.027696157642,20165.175316859313,Two-way RC Slab,32807360.7636,65664.0,88181257.23039922,288.35707878751003,Healthcare,53.324999999999996,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
4,13907.434158992904,538.6948837782764,405.5291409251692,1047.753901823404,1453.283042748573,1600.9304843197922,15286.791244289932,16740.074287038504,One-Way Spanning RC,26582243.9,65664.0,87706522.2432964,235.63698452104694,Healthcare,54.675,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
5,13923.721063229374,520.0503466980055,413.2866697417196,1067.7932211706777,1481.0798909123976,1271.3621467303267,15104.317207708213,16585.397098620615,Precast Hollowcore with In-situ RC Beams,26409242.4875,65664.0,89219769.81482281,232.83963671297533,Healthcare,50.849999999999994,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
6,13890.286870938817,933.1177502305201,332.76626121123775,859.9696046682906,1192.7358658795283,-997.7466210809316,15254.6923719373,16447.428237816832,Non-Composite Rolled Steel with PCC Planks,39231590.461,65664.0,72573373.55599412,236.49661161616692,Healthcare,55.012499999999996,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
7,12693.73969309193,923.5509779254851,225.94251488840175,584.082509342264,810.0250242306656,-2112.991836014415,14066.953693251375,14876.978717482047,Composite Rolled Steel with Metal Decking,38943248.3016,65664.0,51526912.23592574,218.37774779731242,Healthcare,52.987500000000004,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
8,14839.685356377197,1215.607542854546,236.50336695292737,611.4538713015064,847.9572382544338,-2813.7233919648825,16535.160353641168,17383.117591895603,Composite Cell Beams with Metal Decking,50053542.2608,65664.0,53636888.46755883,257.1505718425155,Healthcare,53.703720000000004,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
9,10576.042458478045,1626.314598523537,151.46093668853186,7566.560934045901,7718.021870734434,-3998.575738562384,12563.058101243238,13145.725843537308,Steel Frame with CLT Slabs,43290305.7457,65664.0,36729894.09386287,195.93826512949119,Healthcare,54.186299999999996,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
10,9444.32569096304,1840.8308754463003,178.99311890585238,16115.270082508328,16294.26320141418,-5018.529294921947,11752.29423196327,12480.118265377454,"CLT, Glulam and Steel Column Hybrid",58397950.9139,65664.0,42380340.64517137,185.20163085344646,Healthcare,61.92,9,C32/40 - CEM I (OPC),No,No,Cavity Wall,8,8
0,16319.687886804124,711.8369870697212,564.360940110647,1457.9169735619753,2022.2779136726226,2076.1041304859064,18039.91423506863,20062.192148741255,RC Flat Slab,34276518.8608,53200.0,117328384.45889579,343.6062005092849,Office,122.75,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
1,14484.609041122218,630.4036676354773,511.9218072803679,1322.4557263103852,1834.3775335907526,1713.6218060332774,16012.115565948292,17846.493099539046,PT RC Flat Slab,36510030.3659,53200.0,106031821.54398872,305.78356726521207,Office,121.75,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
2,15115.124491835468,657.868362884769,522.2495763343784,1349.1345137325682,1871.3840900669463,1930.7467888146714,16706.877373472194,18578.26146353914,RC Rib Slab,37269503.0038,53200.0,108270531.37392375,318.9429303477273,Office,128.125,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
3,15112.370387410978,654.7335939488055,507.8861173055762,1312.0306950789313,1819.9168123845072,2102.180470112456,16698.118063193124,18518.03487557763,Two-way RC Slab,34132490.3311,53200.0,104816022.67015068,318.36551683291077,Office,127.50000000000001,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
4,15607.073579384249,678.020619418191,541.632565059489,1399.204827379153,1940.837392438642,1963.811418227813,17249.82025333206,19190.6576457707,One-Way Spanning RC,35388678.9244,53200.0,112054277.44836111,328.90114672561907,Office,128.125,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
5,16226.705134583004,673.3071921991437,551.7609442613754,1425.3685491127892,1977.129493374164,1795.7528106065472,17774.765196223776,19751.894689597942,Precast Hollowcore with In-situ RC Beams,34988900.8522,53200.0,113880042.07007341,338.71593049227175,Office,125.0,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
6,16770.131196262915,1023.087951602395,493.64859657555303,1275.3981724978087,1769.0467690733612,-67.48074340347281,18538.98216452633,20308.028933599693,Non-Composite Rolled Steel with PCC Planks,47884371.5326,53200.0,101997455.58381166,354.7776835574165,Office,134.145,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
7,16967.822844983202,1055.9448610403595,452.8371706140597,1170.0227270187238,1622.859897632783,-946.3564856111994,18809.957110007203,20432.81700763999,Composite Rolled Steel with Metal Decking,47487784.0941,53200.0,93173278.69092512,359.81901501251735,Office,133.2075,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
8,16557.848254783436,1055.902375269998,430.78189103847984,1113.0572894697696,1543.8391805082492,-1049.076923050016,18365.154838439637,19908.994018947884,Composite Cell Beams with Metal Decking,47558609.4961,53200.0,88705491.68116084,351.46738919007794,Office,128.243,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
9,14096.558960315537,1384.2693141090967,382.02994784489164,6567.507225830359,6949.5371736752495,-1843.9700573478308,16194.452054024368,17594.26935002378,Steel Frame with CLT Slabs,44546877.9064,53200.0,79711748.418379,310.26842480017046,Office,132.6175,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
10,14082.797478572737,1463.9605846229751,407.35467679705823,9283.782370812834,9691.137047609891,-2110.0627695119074,16317.312003146444,17822.412929156337,"CLT, Glulam and Steel Column Hybrid",48345690.5438,53200.0,84787633.99733634,313.0776661081365,Office,137.5,25,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,91800.0,0.0,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,91800.0,0.0,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,91800.0,0.0,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,91800.0,0.0,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,91800.0,0.0,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,91800.0,0.0,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
6,20232.46795760312,1751.5122121373756,641.6123290668788,1657.9387771010172,2299.551106167896,-1631.7971606327296,22571.412996424424,24870.964102592323,Non-Composite Rolled Steel with PCC Planks,69421404.8894,91800.0,140505740.15808812,251.1695297456461,Healthcare,77.37599999999999,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
7,16103.823833218707,1595.3110336628977,431.4539139756748,1115.1179163026754,1546.5718302783505,-3069.676033021811,18225.353624095827,19771.92545437417,Composite Rolled Steel with Metal Decking,65572228.6695,91800.0,96052395.74946482,203.53332488869913,Healthcare,73.38,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
8,20469.362703910334,2191.1905322682583,461.33804711733757,1192.4962423013858,1653.834289418723,-4480.712169874975,23252.81653179325,24906.650821211966,Composite Cell Beams with Metal Decking,87820983.6462,91800.0,102338037.0577636,259.99524419735263,Healthcare,75.59832,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
9,19119.207781872567,3008.6928078795463,352.21288039529463,10105.363997268109,10457.576877663405,-6794.004446425151,22694.677378467433,24008.12581576386,Steel Frame with CLT Slabs,87070491.5097,91800.0,80622904.02415285,253.8580699241305,Healthcare,74.1588,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
10,9.237785356800002,0.6398466048,0.020125175241600006,0.051987536640000005,0.07211271188160001,0.0,10.404968429294527,10.477081141176127,"CLT, Glulam and Steel Column Hybrid",,91800.0,3999.0412800000004,,Healthcare,0.0,12,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,709632.0,0.0,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,709632.0,0.0,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,709632.0,0.0,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,709632.0,0.0,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,709632.0,0.0,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,709632.0,0.0,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,709632.0,,,Healthcare,,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
7,915.2668721196003,63.395108025600024,1.9939742571177008,5.150852527080001,7.1448267841977025,0.0,1030.9097409124586,1038.054567696656,Composite Rolled Steel with Metal Decking,,709632.0,396219.4251600001,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
8,968.9220436896002,67.11148354560001,2.1108658808952003,5.452808038080001,7.5636739189752005,0.0,1091.3441788963714,1098.9078528153468,Composite Cell Beams with Metal Decking,,709632.0,419446.77216000005,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
9,1069.5165557076,74.0790687936,2.3300182106487,6.01892433948,8.3489425501287,0.0,1204.6486865549207,1212.997629105049,Steel Frame with CLT Slabs,16382870.9832,709632.0,462994.17996,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
10,45.70779213000001,3.16590768,0.09957768999750001,0.25722999900000004,0.35680768899750004,0.0,51.482916707446876,51.839724396444375,"CLT, Glulam and Steel Column Hybrid",,709632.0,19786.923000000003,,Healthcare,0.0,15,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,11,11
0,132820.8361519947,6784.376021441849,4580.423136785265,11832.708504490938,16413.1316412762,17093.395104304163,147809.9677958263,164223.09943710247,RC Flat Slab,250251025.515,544320.0,1137745240.0772846,274.7680132540263,Office,130.26000000000002,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
1,104146.79338733421,5489.599636098435,3676.2872999646693,9497.136546484433,13173.423846449099,12449.721589238437,116086.20162037629,129259.62546682538,PT RC Flat Slab,253933246.6298,544320.0,939997799.0591413,216.53390348836166,Office,128.18,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
2,91408.3734628747,4902.59398531523,3046.4722954935683,7870.192670056349,10916.664965549917,13133.568134520354,101937.96381546435,112854.62878101427,RC Rib Slab,231990452.6935,544320.0,804064156.3416672,190.25921697589433,Office,137.8,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,544320.0,0.0,,Office,0.0,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
4,101190.12752484034,5374.687896799624,3421.715400201124,8839.52408807885,12261.23948827997,13913.355681054534,112803.13160152447,125064.37108980445,One-Way Spanning RC,223477000.7013,544320.0,890663117.9961855,210.11072642275357,Office,138.45000000000002,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
5,109049.04928067938,5394.78146126092,3597.241158982381,9292.94383257092,12890.1849915533,12138.912876803934,119855.11271130248,132745.2977028558,Precast Hollowcore with In-situ RC Beams,227965011.3447,544320.0,924768715.8434938,223.1240222492568,Office,131.3,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
6,108902.55510867764,8695.95609736213,2755.6077228108084,7120.338801247793,9875.946524058601,-7625.971129893356,121179.05819098522,131055.00471504379,Non-Composite Rolled Steel with PCC Planks,333058647.1348,544320.0,746787246.3909737,226.9078276031176,Office,144.2636,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
7,105798.55366638451,8917.608483714414,2117.9066301551857,5473.563610002428,7591.470240157616,-17039.511916104264,118481.32528780245,126072.79552796006,Composite Rolled Steel with Metal Decking,334326097.7296,544320.0,610408490.3953879,221.9679746691466,Office,138.827,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
8,106785.56461180588,9098.496381752251,2090.670254126139,5403.269456177014,7493.939710303152,-17368.7976338733,119635.5494285177,127129.48913882083,Composite Cell Beams with Metal Decking,348073744.5547,544320.0,604812421.1879284,224.2652587455918,Office,133.50376,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
9,76842.48846513189,12393.622919016523,1384.326999795383,60851.10210606695,62235.42910586235,-27082.982206797675,92224.1212196172,97501.89894933278,Steel Frame with CLT Slabs,301408354.6076,544320.0,461318176.9663396,173.30610615422927,Office,139.8436,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
10,71721.3078639597,13385.764834957721,1508.4996276555598,97424.24413051656,98932.74375817209,-31738.78355053581,88517.1114571838,94438.7115353559,"CLT, Glulam and Steel Column Hybrid",348812068.7879,544320.0,486546368.690404,167.10537172747502,Office,146.12,26,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7,7
0,19432.46520106238,1356.467029251972,1068.0338758864073,2759.1130230827553,3827.146898969162,3959.5250889533504,22090.46137565431,25917.60827462347,RC Flat Slab,61212660.8134,123200.0,223305274.3232324,182.78368507587942,Office,101.10000000000001,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
1,14949.426791860746,1075.469943406598,862.6724459440643,2228.6215001318433,3091.293946075908,2829.0892573768097,17035.084874813543,20126.378820889448,PT RC Flat Slab,63546267.4893,123200.0,181955823.08706495,141.88237619511605,Office,99.30000000000001,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
2,14101.038981042986,969.961497728524,740.7895802776194,1913.772567461445,2654.562147739064,3059.3876592428333,16008.050002272055,18662.61215001112,RC Rib Slab,58286833.151,123200.0,155735891.85130382,133.24722268124438,Office,109.0,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
3,17468.20507385279,1121.7338643966777,779.9784772164863,2015.005684243416,2794.984161459902,4524.097140768232,19720.860081179006,22515.8442426389,Two-way RC Slab,57563790.6095,123200.0,163786977.61646602,163.34258616432774,Office,110.0,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
4,15104.88544041047,1049.9683415422373,820.0058584399595,2118.4047812936196,2938.410639733579,3134.6982601921686,17164.347467283438,20102.758107017016,One-Way Spanning RC,55807618.3277,123200.0,171632853.39520434,142.49188957449118,Office,109.50000000000001,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
5,17665.903227130148,991.4082150911444,803.1204689660042,2074.7862888621407,2877.906757828145,2605.5148945424553,19495.89377111598,22373.800528944124,Precast Hollowcore with In-situ RC Beams,54229608.5944,123200.0,167956334.28791347,161.32711876036367,Office,102.5,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
6,23080.389604255393,1927.4340989891725,717.4549116978178,1853.855898293552,2571.3108099913693,-1828.103275493665,25654.97523379934,28226.286043790704,Non-Composite Rolled Steel with PCC Planks,82011473.4734,123200.0,151100793.4467164,212.89817815027143,Office,111.35000000000002,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
7,18616.35559643677,1705.537710012751,498.55036487237936,1288.4371225481577,1786.9874874205375,-3504.580137459736,20935.531408657138,22722.51889607767,Composite Rolled Steel with Metal Decking,74938450.2634,123200.0,106748889.17272352,174.18912792614202,Office,108.244,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
8,22057.846273530315,2182.173053133144,510.27348186222133,1318.869955762704,1829.1434376249254,-4671.106061868452,24896.5561423435,26725.699579968426,Composite Cell Beams with Metal Decking,92504067.8157,123200.0,109055968.08619247,207.33834916439267,Office,107.1416,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
9,15765.71003810391,2762.786077793999,332.95014162497836,14322.225705800309,14655.175847425282,-6501.707305927803,19097.421271627198,20365.114957992355,Steel Frame with CLT Slabs,73916420.8573,123200.0,72341132.16420558,159.21133293529678,Office,109.15800000000002,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
10,14195.127844261313,3069.571365846216,370.6076680259625,25064.337051723436,25434.94471974939,-7872.986779408691,17947.246555375077,19408.27767512447,"CLT, Glulam and Steel Column Hybrid",96473347.1564,123200.0,79984894.21161214,151.15714273920295,Office,116.80000000000001,20,C32/40 - 75% GGBS,No,No,Lightweight Cladding,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,126000.0,0.0,,Office,0.0,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,126000.0,0.0,,Office,0.0,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,126000.0,0.0,,Office,0.0,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,126000.0,0.0,,Office,0.0,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,126000.0,0.0,,Office,0.0,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,126000.0,0.0,,Office,0.0,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
6,22964.645771543997,1760.1502081691804,724.6456076467637,1872.8478743739054,2597.4934820206686,-1493.562169040251,25442.64141881058,28040.134900831246,Non-Composite Rolled Steel with PCC Planks,73850524.1473,126000.0,164724390.83045563,206.028532443188,Office,28.426500000000004,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
7,17594.775704365886,1455.9796314899618,511.95969589904155,1323.4536022112848,1835.4132981103267,-2656.755266837138,19736.53613621438,21571.949434324706,Composite Rolled Steel with Metal Decking,65061978.457,126000.0,121880134.25619623,160.25373004296486,Office,27.013,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,126000.0,,,Office,26.8284905122998,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
9,16944.137353693837,2580.8582257631674,385.4020792855743,10316.201154850127,10701.603234135702,-5685.972110344208,20140.158616837718,21573.504970239468,Steel Frame with CLT Slabs,80168368.3899,126000.0,95746537.10562009,164.2963269489468,Office,28.003500000000003,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
10,12417.724602658453,2515.756066250962,390.1107590102548,21181.80981848705,21571.920577497298,-6239.766904241767,15610.17272435371,17119.828981851013,"CLT, Glulam and Steel Column Hybrid",67316960.7069,126000.0,96737287.7961102,127.63009086747773,Office,30.8,5,C32/40 - 50% GGBS,No,Yes,Timber Cladding,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,460460.0,0.0,,Residential,0.0,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,460460.0,0.0,,Residential,0.0,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,460460.0,0.0,,Residential,0.0,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,460460.0,0.0,,Residential,0.0,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,460460.0,0.0,,Residential,0.0,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
5,70598.21600196623,3972.6731364533,3195.756271202659,8255.820806277543,11451.5770774802,10024.205605865827,77845.22852046687,89296.80559794707,Precast Hollowcore with In-situ RC Beams,197217718.1934,460460.0,678640699.4948852,172.05783900408443,Residential,115.0,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
6,91486.19006896976,8012.969857632977,2665.1696935827053,6886.820102271706,9551.989795854415,-9066.723313439457,101938.82646549764,111490.81626135203,Non-Composite Rolled Steel with PCC Planks,320285632.4461,460460.0,565989852.1154665,226.25380248581953,Residential,129.145,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
7,73618.93027528992,7105.268608536916,1724.325026105006,4456.6720611400615,6180.997087245067,-15945.593891413415,82911.23099269255,89092.22807993762,Composite Rolled Steel with Metal Decking,293732024.563,460460.0,366202273.6515645,184.5271145476994,Residential,122.12769999999999,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
8,82833.79979423633,8326.213696823925,1788.088577597221,4621.755196810526,6409.843774407747,-18632.262578589427,93500.74388720134,99910.58766160908,Composite Cell Beams with Metal Decking,344393939.141,460460.0,378972910.34040034,208.29496907698484,Residential,124.63377999999999,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
9,63175.30254454655,11066.395688740362,1134.0019115379998,53244.34107825106,54378.34298978905,-26901.629658235997,76294.90013462873,80637.52854745557,Steel Frame with CLT Slabs,290047576.0211,460460.0,247438894.7356964,170.1021438708602,Residential,123.23400000000001,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
10,51164.10632651533,11350.267537241401,1279.1439685020957,94331.16276867491,95610.30673717697,-29648.06224168927,64963.61397074802,70049.390947925,"CLT, Glulam and Steel Column Hybrid",285603713.7326,460460.0,277025659.0977869,145.425965267073,Residential,136.965,23,C32/40 - 75% GGBS,No,No,Curtain Walling,11,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,164160.0,0.0,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,164160.0,0.0,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,164160.0,0.0,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,164160.0,0.0,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,164160.0,0.0,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,164160.0,0.0,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,164160.0,,,Education,,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
7,265.17292329528004,18.366955726080004,0.5776981543218601,1.492315152744,2.07001330706586,0.0,298.67720331476664,300.7472166218325,Composite Rolled Steel with Metal Decking,,164160.0,114793.47328800001,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
8,283.23926919288004,19.618304359680003,0.61705697931306,1.593987229224,2.21104420853706,0.0,319.0262102938982,321.23725450243523,Composite Cell Beams with Metal Decking,,164160.0,122614.402248,,Education,0.0,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
9,37233.641446655056,5198.792932753726,544.1071521935734,22103.361968299123,22647.469120492697,-12393.773650033692,43721.63814868357,45786.35497559828,Steel Frame with CLT Slabs,138900962.6976,164160.0,119279187.6108715,272.25843620593844,Education,110.1981,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
10,31452.5784192117,4900.027025214049,635.9875984474033,39556.73756597465,40192.72516442205,-12177.726628528875,37917.63567685011,40405.763721272146,"CLT, Glulam and Steel Column Hybrid",131579395.8278,164160.0,137899606.6783612,236.59046934481577,Education,123.88000000000001,19,C32/40 - CEM I (OPC),No,No,Curtain Walling,9,9
0,4437.451717831131,290.91338542952656,207.98114286789342,537.5378154116985,745.5189582795921,657.2986818714335,5016.043047136104,5761.562005415695,RC Flat Slab,13509659.1179,21736.0,49987246.393701605,235.12194796472411,Education,10.280000000000001,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
1,3578.5320683028576,246.0078752437751,176.0698907292444,455.1043771995897,631.174267928834,477.24143116437,4058.326297355915,4689.500565284749,PT RC Flat Slab,14811941.4777,21736.0,43393180.57498608,191.48002795820946,Education,10.09,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,21736.0,0.0,,Education,0.0,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,21736.0,0.0,,Education,0.0,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
