,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y
9,9116.821250881707,1168.6397809700559,156.47825476495626,4949.986615157859,5106.464869922814,-2600.692417891829,10634.720443187183,11220.736791193587,Steel Frame with CLT Slabs,33732856.6161,45760.0,35099348.9743481,236.12999631258813,237.56229107298452,Healthcare,67.6533,11,No,Yes,8,8
10,8741.344220955893,1332.4794594831862,189.81363743598675,10974.426020374081,11164.239657810063,-3298.41159992994,10523.194854617543,11261.232912427611,"CLT, Glulam and Steel Column Hybrid",36425096.1671,45760.0,41719788.13039869,254.97567316947212,235.53694335198895,Healthcare,77.44,11,No,Yes,8,8
0,2705.7574984982593,102.93419786538722,81.76209795210299,211.23879152140435,293.00088947350724,260.25158067901134,2972.717755879104,3265.718645352611,RC Flat Slab,4609297.1718,9408.0,17537640.011173658,32.265080202665004,319.4071892093717,Residential,38.2,8,No,No,7,7
1,2703.329053369041,102.11400015551249,83.86568823227206,216.67280516118535,300.5384933934574,225.38261104553376,2969.6991124807823,3270.23760587424,PT RC Flat Slab,5527544.0955,9408.0,17946129.133782074,38.692808668687505,319.76954944190794,Residential,38.4,8,No,No,7,7
2,1777.4202708961523,69.57498136978997,52.866163588512144,136.59454974759788,189.46071333611,193.69070643843696,1954.639714549374,2144.100427885484,RC Rib Slab,4358538.0869,9408.0,11526686.2685167,30.509766608446977,211.0065349870133,Residential,41.2,8,No,No,7,7
3,2467.8388468682274,98.2250200317902,60.186838316245016,155.50538361953576,215.69222193578074,468.7893023611681,2713.185641445916,2928.8778633816964,Two-way RC Slab,5237870.3507,9408.0,13064966.714558503,36.66509245495163,292.2885558993269,Residential,42.4,8,No,No,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,9408.0,0.0,0.0,,Residential,0.0,8,No,No,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,9408.0,0.0,0.0,,Residential,0.0,8,No,No,7,7
6,2221.641517231617,131.9244766598614,57.362795286917006,148.23111299005453,205.59390827697158,-80.1000911024871,2431.3304089495123,2636.924317226483,Non-Composite Rolled Steel with PCC Planks,6053368.9588,9408.0,12540482.664725441,42.37358271161129,262.93622360343574,Residential,42.356,8,No,No,7,7
7,2000.3789199573225,139.58564204209995,37.91354919461014,98.00322757065877,135.91677676526893,-291.2823055144954,2215.1742627196363,2351.0910394849047,Composite Rolled Steel with Metal Decking,6230742.3961,9408.0,8503388.161751453,43.61519677235506,240.09241703783923,Residential,40.6208,8,No,No,7,7
8,2009.6846585091034,139.37866309926355,38.08508794164573,98.44610210329392,136.53119004493968,-283.58275770792056,2225.062415076471,2361.5936051214103,Composite Cell Beams with Metal Decking,6458701.9331,9408.0,8537455.433492616,45.210913531670585,241.31306639117153,Residential,40.88718481967968,8,No,No,7,7
9,1592.9781584376535,224.28032674015378,27.043957143479176,1097.8995374407816,1124.9434945842606,-517.227602178401,1879.0579416851974,1981.6846166975936,Steel Frame with CLT Slabs,6509890.1339,9408.0,6334483.11059416,45.56923093763886,204.57346647776745,Residential,41.7376,8,No,No,7,7
10,1371.2392156841315,224.90236386091433,30.33858915636191,1922.2467445234045,1952.5853336797659,-554.2988121585443,1668.9254819825899,1787.8260284623561,"CLT, Glulam and Steel Column Hybrid",5588487.967,9408.0,6998699.151285175,39.11941576892186,181.5523913426352,Residential,45.24,8,No,No,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,487872.0,0.0,0.0,,Office,0.0,21,Yes,No,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,487872.0,0.0,0.0,,Office,0.0,21,Yes,No,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,487872.0,0.0,0.0,,Office,0.0,21,Yes,No,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,487872.0,0.0,0.0,,Office,0.0,21,Yes,No,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,487872.0,0.0,0.0,,Office,0.0,21,Yes,No,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,487872.0,0.0,0.0,,Office,0.0,21,Yes,No,9,9
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,487872.0,,,,Office,,21,Yes,No,9,9
7,681.7870436176801,47.22334501248,1.4853217735956603,3.836896782264,5.32221855585966,0.0,767.9300168110192,773.2522353668788,Composite Rolled Steel with Metal Decking,,487872.0,295145.906328,0.0,,Office,0.0,21,Yes,No,9,9
8,732.9755329696799,50.76886808447999,1.5968395539696598,4.124970531863999,5.721810085833658,0.0,825.5861102445796,831.3079203304133,Composite Cell Beams with Metal Decking,,487872.0,317305.42552799993,0.0,,Office,0.0,21,Yes,No,9,9
9,797.2215494443199,55.21880861952,1.73680408986084,4.486528200335999,6.223332290196839,0.0,897.949533652604,904.1728659428007,Steel Frame with CLT Slabs,12211851.9062,487872.0,345117.55387199996,0.0,,Office,0.0,21,Yes,No,9,9
10,115.27420977072,7.98436084992,0.25113309985764004,0.648729319056,0.89986241891364,0.0,129.83896757173636,130.73882999065,"CLT, Glulam and Steel Column Hybrid",,487872.0,49902.255312,0.0,,Office,0.0,21,Yes,No,9,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,609280.0,0.0,0.0,,Education,0.0,19,Yes,Yes,8,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,609280.0,0.0,0.0,,Education,0.0,19,Yes,Yes,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,609280.0,0.0,0.0,,Education,0.0,19,Yes,Yes,8,8
3,191788.47878518922,8723.17940434393,4800.23086116284,12400.782373169643,17201.01323433248,33072.59639313421,211960.27296664167,229161.28620097414,Two-way RC Slab,296731506.9045,609280.0,1273356450.159133,2077.1205483316335,351.295616982296,Education,108.775,19,Yes,Yes,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,609280.0,0.0,0.0,,Education,0.0,19,Yes,Yes,8,8
5,162632.7932003371,7304.745106401151,4801.211151975926,12403.314669358444,17204.52582133437,14931.52182177461,178429.0704222214,195633.59624355572,Precast Hollowcore with In-situ RC Beams,269334366.9745,609280.0,1272394601.8066835,1885.340568821634,295.94670921586635,Education,101.65,19,Yes,Yes,8,8
6,161440.3545968783,12018.869126017045,3800.997832784629,9821.614826894525,13622.61265967915,-10944.579025031664,178989.13381134425,192611.74647102342,Non-Composite Rolled Steel with PCC Planks,412333852.5158,609280.0,1059316946.5995083,2886.3369676108136,298.5088477858375,Education,109.4875,19,Yes,Yes,8,8
7,139861.9966053631,11153.645991857415,2641.7151247010815,6827.317129556149,9469.03225425723,-19669.977968437903,156331.1919540489,165800.22420830606,Composite Rolled Steel with Metal Decking,388307995.1877,609280.0,817626562.7534368,2718.15596631361,261.0447543335782,Education,104.18650000000001,19,Yes,Yes,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,609280.0,,,,Education,105.5564,19,Yes,Yes,8,8
9,113656.77471687675,15980.793200768705,1941.7351283325534,64935.36668789355,66877.10181622607,-33238.206380989635,134021.57991930004,141312.2156804803,Steel Frame with CLT Slabs,397720374.9371,609280.0,672840351.7151736,2784.042624559978,224.53653910166102,Education,107.977,19,Yes,Yes,8,8
10,107213.93752377367,17985.030887502653,2215.168594808736,135146.53630383208,137361.7048986409,-41637.22801775492,130576.48227794486,139228.19104218576,"CLT, Glulam and Steel Column Hybrid",432931130.0777,609280.0,735506748.9077942,3030.5179105442303,219.28669936398552,Education,120.08000000000001,19,Yes,Yes,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,138320.0,0.0,0.0,,Healthcare,0.0,19,No,Yes,8,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,138320.0,0.0,0.0,,Healthcare,0.0,19,No,Yes,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,138320.0,0.0,0.0,,Healthcare,0.0,19,No,Yes,8,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,138320.0,0.0,0.0,,Healthcare,0.0,19,No,Yes,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,138320.0,0.0,0.0,,Healthcare,0.0,19,No,Yes,8,8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,138320.0,0.0,0.0,,Healthcare,0.0,19,No,Yes,8,8
6,242.41037092272,16.790328721919998,0.5281083080816401,1.364214208656,1.8923225167376398,0.0,273.03862981919303,274.93095233593067,Non-Composite Rolled Steel with PCC Planks,4423605.8364,138320.0,104939.554512,0.0,,Healthcare,0.0,19,No,Yes,8,8
7,36763.01431724466,2608.894645254476,695.6888752634873,1797.9391990319982,2493.6280742954855,-5028.480282578214,40777.09438683984,43270.72246113532,Composite Rolled Steel with Metal Decking,103487894.2657,138320.0,148077052.9248326,724.415259859576,300.0398326106088,Healthcare,113.12599999999999,19,No,Yes,8,8
8,42657.38883000886,3387.0555247209113,731.8195165738266,1891.5107235302394,2623.3302401040664,-6877.314756305472,47543.81111417677,50167.141354280844,Composite Cell Beams with Metal Decking,132712888.93,138320.0,155313653.32730848,928.990222509951,350.43957010328745,Healthcare,115.46262,19,No,Yes,8,8
9,34287.79073421925,4220.813617670782,563.9837775766447,15776.069868013381,16340.053645590022,-9260.194368058323,39774.74057562207,41875.38137717539,Steel Frame with CLT Slabs,119946512.184,138320.0,122121017.65240604,839.6255852879772,293.62612898286613,Healthcare,117.2319,19,No,Yes,8,8
10,34442.29033072396,4764.698903111227,736.1492799259829,36792.24848789956,37528.39776782555,-11100.799734303111,40945.64846465519,43776.00207248072,"CLT, Glulam and Steel Column Hybrid",129723173.0417,138320.0,157308030.2590352,908.0622112921202,302.586109571626,Healthcare,137.56,19,No,Yes,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,196560.0,0.0,0.0,,Residential,0.0,25,Yes,Yes,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,196560.0,0.0,0.0,,Residential,0.0,25,Yes,Yes,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,196560.0,0.0,0.0,,Residential,0.0,25,Yes,Yes,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,196560.0,0.0,0.0,,Residential,0.0,25,Yes,Yes,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,196560.0,0.0,0.0,,Residential,0.0,25,Yes,Yes,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,196560.0,0.0,0.0,,Residential,0.0,25,Yes,Yes,7,7
6,326.594042775,22.621232399999997,0.71150845033125,1.8379751324999998,2.54948358283125,0.0,367.85880738916507,370.40829097199634,Non-Composite Rolled Steel with PCC Planks,5959824.69,196560.0,141382.70249999998,0.0,,Residential,0.0,25,Yes,Yes,7,7
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,196560.0,,,,Residential,126.94000000000001,25,Yes,Yes,7,7
8,,,,,,,,,Composite Cell Beams with Metal Decking,,196560.0,,,,Residential,127.89245256149901,25,Yes,Yes,7,7
9,,,,,,,,,Steel Frame with CLT Slabs,,196560.0,,,,Residential,132.3925,25,Yes,Yes,7,7
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,196560.0,,,,Residential,144.375,25,Yes,Yes,7,7
0,40661.28865517666,1522.8873067246743,1218.6111210648214,3148.279635364962,4366.890756429784,3980.435892533022,44646.95669834299,49013.847454772746,RC Flat Slab,60736306.8992,150920.0,257857169.4105723,425.1541482941903,298.6490249578398,Office,56.32,11,No,No,7,7
1,39826.77471324376,1481.8429449721716,1229.7192951482186,3176.9743721924165,4406.693667340635,3330.189919859059,43727.13888656635,48133.83255390698,PT RC Flat Slab,74319070.6286,150920.0,259938572.45516834,520.2334943999061,293.1842855881676,Office,56.43000000000001,11,No,No,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,150920.0,0.0,0.0,,Office,0.0,11,No,No,7,7
3,36359.75478070752,1443.6661722612548,828.6976817532599,2141.0516748979385,2969.749356651198,7748.155075849164,39960.603146081645,42930.35250273283,Two-way RC Slab,63125316.2459,150920.0,178145953.32665867,441.87721372135115,267.7079271123973,Office,62.150000000000006,11,No,No,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,150920.0,0.0,0.0,,Office,0.0,11,No,No,7,7
5,32622.548533948902,1205.1418804420996,967.7335721633801,2500.2104578749004,3467.9440300382803,2977.9422669756686,35432.30841896355,38900.25244900182,Precast Hollowcore with In-situ RC Beams,59035172.9639,150920.0,206600773.11811164,413.2462107470501,237.5136140320077,Office,58.30000000000001,11,No,No,7,7
6,31622.584157215453,2146.308349138518,742.4936796540577,1918.7913694086933,2661.285049062751,-2528.12176559469,34674.148547554265,37335.433596617004,Non-Composite Rolled Steel with PCC Planks,87580354.0816,150920.0,159625002.16340682,613.0624785708749,233.81401422028316,Office,61.8827,11,No,No,7,7
7,28173.24008459197,2155.355056119621,464.98881837355634,1202.100997922291,1667.0898162958476,-5349.090198543325,31259.553256904877,32926.643073200714,Composite Rolled Steel with Metal Decking,88031310.914,150920.0,104440469.91780503,616.2191763981233,211.2097298787636,Office,59.4836,11,No,No,7,7
8,,,,,,,,,Composite Cell Beams with Metal Decking,,150920.0,,,,Office,58.972079127059565,11,No,No,7,7
9,21284.1805197334,3489.3150695121176,281.1556207156477,17217.64499096271,17498.80061167836,-8939.512293450935,25472.644502005693,26571.779466385397,Steel Frame with CLT Slabs,89969710.1323,150920.0,67356864.12094726,629.7879709260945,172.95542322377278,Office,61.76390000000001,11,No,No,7,7
10,16492.937192057874,3556.6026246741226,296.0082964702134,31917.716633247546,32213.72492971775,-10061.650636196211,20859.548112984714,22092.242962702465,"CLT, Glulam and Steel Column Hybrid",80789489.3408,150920.0,70376523.12772226,565.5264253853247,141.96312310078213,Office,67.10000000000001,11,No,No,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,994840.0,0.0,0.0,,Office,0.0,17,No,No,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,994840.0,0.0,0.0,,Office,0.0,17,No,No,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,994840.0,0.0,0.0,,Office,0.0,17,No,No,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,994840.0,0.0,0.0,,Office,0.0,17,No,No,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,994840.0,0.0,0.0,,Office,0.0,17,No,No,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,994840.0,0.0,0.0,,Office,0.0,17,No,No,11,11
6,1408.54766724672,97.56174318592001,3.0686217036446406,7.926891633856,10.995513337500642,0.0,1586.515971392458,1597.5114847299585,Non-Composite Rolled Steel with PCC Planks,25703766.9548,994840.0,609760.894912,0.0,,Office,0.0,17,No,No,11,11
7,192894.51029349974,15348.982674769322,2986.0836061864484,7719.478137122824,10705.561743309272,-38981.60355246463,214322.1967876207,225027.75853092992,Composite Rolled Steel with Metal Decking,599319974.9919,994840.0,653189008.713047,4195.239824943311,219.6508349207551,Office,96.06530000000001,17,No,No,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,994840.0,,,,Office,99.59313999999999,17,No,No,11,11
9,163716.84660757027,26683.584018012,1798.53890181393,113354.80855996738,115153.3474617813,-69829.99248521411,195027.75552195637,202077.18453317715,Steel Frame with CLT Slabs,684242131.7734,994840.0,413344689.8555711,4789.694922414088,200.85385634310086,Office,97.7551,17,No,No,11,11
10,118092.57784109027,24977.37378783423,1965.7275598278611,218894.36437098193,220860.09193080975,-71411.29179848381,148589.71242244192,156813.4159372517,"CLT, Glulam and Steel Column Hybrid",612173659.7479,994840.0,447880882.60171545,4285.215618235256,153.66785416818502,Office,113.56,17,No,No,11,11
0,16905.969569329525,614.7266663473602,491.74094966148067,1270.2992925257713,1762.0402421872523,1787.7078087903317,18541.60747413402,20303.64771632128,RC Flat Slab,28043050.7118,40320.0,101520077.7172259,196.3013549823459,464.72988167451297,Office,171.85,35,No,No,6,6
1,15355.068444164857,556.9266950631087,452.2408865726333,1168.2623685009294,1620.5032550735627,1536.8161212502573,16840.233909430026,18460.73716450359,PT RC Flat Slab,29644707.4822,40320.0,93351656.95596424,207.51295237573777,422.81118208843657,Office,170.45000000000002,35,No,No,6,6
2,15633.353418209968,568.6990334388718,457.2703929672577,1181.2546353921605,1638.5250283594185,1614.6028530130984,17146.5633228576,18785.08835121702,RC Rib Slab,29927742.6357,40320.0,94549806.1381408,209.4941984501253,430.45777582608446,Office,178.50000000000003,35,No,No,6,6
3,15791.109814860669,575.2916280372317,447.4844463577202,1155.9754886611145,1603.4599350188348,1859.895488068753,17317.94770700191,18921.407642020746,Two-way RC Slab,27747333.2901,40320.0,91955610.51803917,194.2313330307104,434.32983730239636,Office,178.50000000000003,35,No,No,6,6
4,15784.772745969727,574.7528671452259,459.1428892288799,1186.0916848508957,1645.2345740797764,1670.685875897088,17312.7407054993,18957.975279579074,One-Way Spanning RC,28469354.3886,40320.0,94912895.12261656,199.28548072031367,434.3260462852087,Office,178.50000000000003,35,No,No,6,6
5,16936.309891156583,604.9952061365022,492.3558173635431,1271.8876243939903,1764.2434417575341,1678.4813162660564,18465.19924314393,20229.442684901467,Precast Hollowcore with In-situ RC Beams,29181971.2725,40320.0,101305772.68803456,204.27379890715525,463.0325655270605,Office,175.0,35,No,No,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,40320.0,,,,Office,187.41100000000003,35,No,No,6,6
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,40320.0,,,,Office,184.03,35,No,No,6,6
8,16471.43617513948,961.9264530263943,368.85109313231067,953.0395527940728,1321.8906459263837,-976.5288083515308,18185.199181723405,19507.089827649794,Composite Cell Beams with Metal Decking,40664345.1053,40320.0,75880938.31655183,284.65041573723073,458.081587238607,Office,174.71859999999998,35,No,No,6,6
9,,,,,,,,,Steel Frame with CLT Slabs,,40320.0,,,,Office,182.34300000000002,35,No,No,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,40320.0,,,,Office,187.60000000000002,35,No,No,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,1174500.0,0.0,0.0,,Education,0.0,28,Yes,Yes,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,1174500.0,0.0,0.0,,Education,0.0,28,Yes,Yes,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,1174500.0,0.0,0.0,,Education,0.0,28,Yes,Yes,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,1174500.0,0.0,0.0,,Education,0.0,28,Yes,Yes,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,1174500.0,0.0,0.0,,Education,0.0,28,Yes,Yes,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,1174500.0,0.0,0.0,,Education,0.0,28,Yes,Yes,9,9
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,1174500.0,,,,Education,,28,Yes,Yes,9,9
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,1174500.0,,,,Education,,28,Yes,Yes,9,9
8,,,,,,,,,Composite Cell Beams with Metal Decking,,1174500.0,,,,Education,,28,Yes,Yes,9,9
9,,,,,,,,,Steel Frame with CLT Slabs,,1174500.0,,,,Education,161.8428,28,Yes,Yes,9,9
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,1174500.0,,,,Education,179.20000000000002,28,Yes,Yes,9,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,505296.0,0.0,0.0,,Education,0.0,28,Yes,No,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,505296.0,0.0,0.0,,Education,0.0,28,Yes,No,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,505296.0,0.0,0.0,,Education,0.0,28,Yes,No,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,505296.0,0.0,0.0,,Education,0.0,28,Yes,No,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,505296.0,0.0,0.0,,Education,0.0,28,Yes,No,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,505296.0,0.0,0.0,,Education,0.0,28,Yes,No,9,9
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,505296.0,,,,Education,,28,Yes,No,9,9
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,505296.0,,,,Education,,28,Yes,No,9,9
8,,,,,,,,,Composite Cell Beams with Metal Decking,,505296.0,,,,Education,,28,Yes,No,9,9
9,,,,,,,,,Steel Frame with CLT Slabs,,505296.0,,,,Education,162.3972,28,Yes,No,9,9
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,505296.0,,,,Education,182.56,28,Yes,No,9,9
0,1886.6062006962397,161.606430844951,59.101434634851266,152.722714364431,211.82414899928224,175.34788538264496,2163.0642851911202,2374.888434190402,RC Flat Slab,4150137.3343,4000.0,29217280.921469986,29.050961340283287,548.0288116328509,Education,5.025,1,Yes,No,10,10
1,1781.297514033572,157.69027638047942,56.49644420269261,145.9934792689392,202.4899234716318,157.08398304538605,2047.5601944918278,2250.050117963459,PT RC Flat Slab,4215985.7464,4000.0,28684124.516806185,29.511900224576337,519.268023679101,Education,4.9350000000000005,1,Yes,No,10,10
2,1803.908803896873,158.62610348909482,56.69771541629927,146.51340490766478,203.21112032396402,166.70616486865833,2072.393532096429,2275.604652420393,RC Rib Slab,4160904.5274,4000.0,28724118.79670815,29.126331691584614,525.3799659470035,Education,5.3500000000000005,1,Yes,No,10,10
3,1827.2890084579212,159.83947552556714,56.60294736369152,146.26859920793294,202.87154657162444,181.4777862637916,2098.2646012250193,2301.136147796644,Two-way RC Slab,4128700.0066,4000.0,28733526.121146567,28.900900046522015,531.7913753178854,Education,5.275,1,Yes,No,10,10
4,1863.4313929731954,160.71797756366698,58.67057957180156,151.6097256272932,210.2803051990947,169.06125753272545,2137.6438476321523,2347.924152831247,One-Way Spanning RC,4140052.1708,4000.0,29131666.403228614,28.98036519548785,541.65605320691,Education,5.45,1,Yes,No,10,10
5,1778.040865671092,157.2548375508613,56.20651759282524,145.24453820023066,201.4510557930559,153.29493052454552,2038.0832705633268,2239.5343263563823,Precast Hollowcore with In-situ RC Beams,4116855.7926,4000.0,28650557.702064317,28.81799054852677,516.7253152779634,Education,5.125,1,Yes,No,10,10
6,1800.6199602577622,165.01551948316524,55.59673897255937,143.6723508719731,199.26908984453243,114.89682160025383,2065.468865429892,2264.737955274424,Non-Composite Rolled Steel with PCC Planks,4351130.6635,4000.0,28520025.719862428,30.45791464430124,523.9816950185483,Education,5.7948,1,Yes,No,10,10
7,1785.1844815532884,167.04543550679523,52.64389138322502,136.04709779589825,188.69098917912325,74.33138722932463,2053.1259190080305,2241.816908187153,Composite Rolled Steel with Metal Decking,4388624.3883,4000.0,27922139.350566626,30.72037071842727,520.9615724316144,Education,5.562200000000001,1,Yes,No,10,10
8,1816.8198070852754,171.27930970211986,52.78942077812939,136.42433089999776,189.21375167812712,64.8150286080039,2089.4720814133448,2278.685833091471,Composite Cell Beams with Metal Decking,4569929.6391,4000.0,27951157.281651203,31.989507473556888,530.3653972217254,Education,5.5556,1,Yes,No,10,10
9,1715.366386472319,188.21767748327431,50.228364420525814,348.3404022673079,398.5687666878337,16.683255120551756,2001.470651147879,2182.7101619743457,Steel Frame with CLT Slabs,4705223.4337,4000.0,27443015.3551501,32.93656403578625,508.6018037959163,Education,5.53,1,Yes,No,10,10
10,1633.4448247439277,185.8003072877699,49.84668023812497,504.3453925066184,554.1920727447433,11.488806918363844,1917.2883525902741,2098.0196253350173,"CLT, Glulam and Steel Column Hybrid",4715223.0004,4000.0,27362367.581666484,33.0065610026908,487.57372839824126,Education,6.08,1,Yes,No,10,10
0,30071.367745568863,1442.415133730337,904.8195422571725,2337.5293328139205,3242.348875071093,2824.462371199438,33335.495709664036,36577.84458473513,RC Flat Slab,46737019.4721,89376.0,251958598.21927828,327.1591363045508,376.6408750220259,Office,56.32,11,Yes,No,7,7
1,29404.97922335267,1411.918652494176,904.2567480015061,2336.0755175484137,3240.332265549919,2455.402585592135,32601.633901088433,35841.966166638354,PT RC Flat Slab,53924060.182,89376.0,251616523.15651172,377.468421273729,368.9928204703965,Office,56.43000000000001,11,Yes,No,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,89376.0,0.0,0.0,,Office,0.0,11,Yes,No,7,7
3,27458.481703829886,1384.4941305545722,684.5867745578201,1768.6220342363579,2453.2088087941784,4848.598701930531,30481.93632332734,32935.145132121506,Two-way RC Slab,48031903.5843,89376.0,205982465.3011737,336.2233250898438,344.8147114260784,Office,62.150000000000006,11,Yes,No,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,89376.0,0.0,0.0,,Office,0.0,11,Yes,No,7,7
5,25300.982975533483,1249.1448253432386,758.2538758436641,1958.919563638439,2717.173439482103,2214.84012808226,27881.687255277608,30598.860694759707,Precast Hollowcore with In-situ RC Beams,45198298.1882,89376.0,220929742.29822856,316.38808731771655,315.49941083283346,Office,58.30000000000001,11,Yes,No,7,7
6,24980.134912657893,1777.7392066754537,638.7419120976102,1650.4269057077688,2289.1688178053782,-743.4901714797212,27720.268638127156,30009.43745593253,Non-Composite Rolled Steel with PCC Planks,61854381.1557,89376.0,196599898.39248186,432.9806680901718,314.9978663871434,Office,61.8827,11,Yes,No,7,7
7,22324.660691658417,1748.7739595928033,465.42429930428926,1202.7987999539107,1668.2230992581997,-2341.9843697260562,25003.320007929728,26671.54310718792,Composite Rolled Steel with Metal Decking,60935836.9142,89376.0,161271153.4191787,426.55085839974566,284.5268401621182,Office,59.4836,11,Yes,No,7,7
8,,,,,,,,,Composite Cell Beams with Metal Decking,,89376.0,,,,Office,58.972079127059565,11,Yes,No,7,7
9,18730.84522098069,2478.997201219091,369.0901502925797,9905.892868898622,10274.983019191199,-4286.278210109987,22021.482621086405,23393.790003172617,Steel Frame with CLT Slabs,62618169.6228,89376.0,141491835.1909004,438.32718735929933,251.2957595825021,Office,61.76390000000001,11,Yes,No,7,7
